user_id,benchmark_tier,query_type,eligible_target_count,complete_cue_count,unique_event_candidate_count,leakage_safe_candidate_count,status,skip_reason,selected_event_id,selected_venue_id,same_user_target_venue_query_count,target_venue_reused_across_query_types,is_high_memory_load
109621,core,semantic,91,92,17,17,generated,,2018_1909374__event_005,1883,1,False,True
109621,core,temporal_spatial,91,92,38,38,generated,,2018_1909385__event_002,4275,1,False,True
109621,core,relational_after,91,64,58,58,generated,,2018_1909384__event_002,1514,1,False,True
109621,stress_test,relational_between,91,38,38,38,generated,,2018_1909372__event_002,2536,1,False,True
113499,core,semantic,37,37,8,8,generated,,2018_1959247__event_001,2027,1,False,False
113499,core,temporal_spatial,37,37,23,23,generated,,2018_1959247__event_002,1365,2,True,False
113499,core,relational_after,37,20,16,16,generated,,2018_1959244__event_002,1365,2,True,False
113499,stress_test,relational_between,37,3,3,3,generated,,2018_1959234__event_002,2157,1,False,False
113897,core,semantic,39,39,7,7,generated,,2018_1963910__event_002,562,1,False,False
113897,core,temporal_spatial,39,39,22,22,generated,,2018_1963913__event_002,4312,2,True,False
113897,core,relational_after,39,21,17,17,generated,,2018_1963899__event_002,2729,1,False,False
113897,stress_test,relational_between,39,3,3,3,generated,,2018_1963913__event_002,4312,2,True,False
115855,core,semantic,18,22,6,6,generated,,2018_1984781__event_001,2623,1,False,False
115855,core,temporal_spatial,18,22,12,12,generated,,2018_1984792__event_001,2996,1,False,False
115855,core,relational_after,18,11,8,8,generated,,2018_1984790__event_004,473,2,True,False
115855,stress_test,relational_between,18,2,2,2,generated,,2018_1984790__event_002,473,2,True,False
1172,core,semantic,73,73,10,10,generated,,2018_23905__event_001,409,1,False,True
1172,core,temporal_spatial,73,73,41,41,generated,,2018_23928__event_002,1254,1,False,True
1172,core,relational_after,73,43,27,27,generated,,2018_23942__event_003,11,1,False,True
1172,stress_test,relational_between,73,13,13,13,generated,,2018_23932__event_002,374,1,False,True
119597,core,semantic,37,37,8,8,generated,,2018_2023491__event_002,691,1,False,False
119597,core,temporal_spatial,37,37,13,13,generated,,2018_2023484__event_001,479,1,False,False
119597,core,relational_after,37,22,18,18,generated,,2018_2023466__event_003,3,1,False,False
119597,stress_test,relational_between,37,7,7,7,generated,,2018_2023481__event_003,2,1,False,False
121554,core,semantic,31,31,10,10,generated,,2018_2047617__event_001,3746,1,False,False
121554,core,temporal_spatial,31,31,19,19,generated,,2018_2047610__event_001,293,1,False,False
121554,core,relational_after,31,18,14,14,generated,,2018_2047595__event_002,2302,1,False,False
121554,stress_test,relational_between,31,5,5,5,generated,,2018_2047606__event_004,2286,1,False,False
126183,core,semantic,71,71,13,13,generated,,2018_2118349__event_002,4009,1,False,True
126183,core,temporal_spatial,71,71,28,28,generated,,2018_2118370__event_003,1389,1,False,True
126183,core,relational_after,71,43,18,18,generated,,2018_2118390__event_003,3152,1,False,True
126183,stress_test,relational_between,71,15,15,14,generated,,2018_2118390__event_002,3582,1,False,True
127201,core,semantic,38,38,10,10,generated,,2018_2134917__event_001,2111,1,False,False
127201,core,temporal_spatial,38,38,24,24,generated,,2018_2134912__event_002,1383,2,True,False
127201,core,relational_after,38,22,18,18,generated,,2018_2134912__event_003,1544,1,False,False
127201,stress_test,relational_between,38,6,6,5,generated,,2018_2134912__event_002,1383,2,True,False
129047,core,semantic,12,21,1,1,generated,,2018_2163670__event_002,1827,2,True,False
129047,core,temporal_spatial,12,21,3,3,generated,,2018_2163670__event_002,1827,2,True,False
129047,core,relational_after,12,11,2,2,generated,,2018_2163684__event_002,148,1,False,False
129047,stress_test,relational_between,12,0,0,0,skipped,no_complete_cue,,,0,False,False
130084,core,semantic,79,79,14,14,generated,,2018_2179333__event_001,275,1,False,True
130084,core,temporal_spatial,79,79,36,36,generated,,2018_2179329__event_003,2380,1,False,True
130084,core,relational_after,79,45,22,22,generated,,2018_2179339__event_002,3152,1,False,True
130084,stress_test,relational_between,79,11,11,11,generated,,2018_2179338__event_002,1771,1,False,True
130568,core,semantic,34,34,10,10,generated,,2018_2187171__event_001,464,1,False,False
130568,core,temporal_spatial,34,34,17,17,generated,,2018_2187162__event_001,2978,1,False,False
130568,core,relational_after,34,24,22,22,generated,,2018_2187169__event_002,1231,1,False,False
130568,stress_test,relational_between,34,14,14,14,generated,,2018_2187165__event_004,80,1,False,False
130777,core,semantic,34,34,8,8,generated,,2018_2190763__event_002,3807,1,False,False
130777,core,temporal_spatial,34,34,27,27,generated,,2018_2190703__event_002,127,1,False,False
130777,core,relational_after,34,20,17,17,generated,,2018_2190768__event_003,189,1,False,False
130777,stress_test,relational_between,34,6,6,6,generated,,2018_2190768__event_004,25,1,False,False
130872,core,semantic,34,34,8,8,generated,,2018_2192451__event_003,618,1,False,False
130872,core,temporal_spatial,34,34,20,20,generated,,2018_2192476__event_001,4719,1,False,False
130872,core,relational_after,34,20,20,20,generated,,2018_2192457__event_003,2103,1,False,False
130872,stress_test,relational_between,34,6,6,6,generated,,2018_2192442__event_002,358,1,False,False
131525,core,semantic,27,36,5,5,generated,,2018_2202078__event_002,1073,1,False,False
131525,core,temporal_spatial,27,36,20,20,generated,,2018_2202069__event_002,1728,1,False,False
131525,core,relational_after,27,13,7,7,generated,,2018_2202067__event_002,1623,1,False,False
131525,stress_test,relational_between,27,3,1,1,generated,,2018_2202064__event_002,89,1,False,False
132723,core,semantic,48,48,10,10,generated,,2018_2219917__event_003,985,1,False,True
132723,core,temporal_spatial,48,48,32,32,generated,,2018_2219915__event_001,275,1,False,True
132723,core,relational_after,48,26,24,23,generated,,2018_2219866__event_002,3361,1,False,True
132723,stress_test,relational_between,48,4,4,4,generated,,2018_2219917__event_002,4231,1,False,True
134307,core,semantic,27,28,9,9,generated,,2018_2242051__event_003,1097,1,False,False
134307,core,temporal_spatial,27,28,27,27,generated,,2018_2242038__event_002,3319,1,False,False
134307,core,relational_after,27,15,14,14,generated,,2018_2242042__event_002,1033,1,False,False
134307,stress_test,relational_between,27,2,2,2,generated,,2018_2242051__event_002,3880,1,False,False
135393,core,semantic,40,46,10,10,generated,,2018_2257280__event_002,3139,1,False,False
135393,core,temporal_spatial,40,46,24,24,generated,,2018_2257283__event_004,2920,1,False,False
135393,core,relational_after,40,22,16,16,generated,,2018_2257260__event_002,174,1,False,False
135393,stress_test,relational_between,40,7,4,4,generated,,2018_2257318__event_003,3756,1,False,False
138301,core,semantic,39,39,8,8,generated,,2018_2294095__event_002,11,1,False,False
138301,core,temporal_spatial,39,39,14,14,generated,,2018_2294117__event_001,1161,1,False,False
138301,core,relational_after,39,23,17,16,generated,,2018_2294104__event_003,276,1,False,False
138301,stress_test,relational_between,39,7,7,7,generated,,2018_2294113__event_002,358,1,False,False
139656,core,semantic,55,55,2,2,generated,,2018_2308863__event_002,199,1,False,True
139656,core,temporal_spatial,55,55,4,4,generated,,2018_2308851__event_001,4285,1,False,True
139656,core,relational_after,55,28,2,2,generated,,2018_2308851__event_002,80,2,True,True
139656,stress_test,relational_between,55,1,1,1,generated,,2018_2308851__event_002,80,2,True,True
140734,core,semantic,19,24,10,10,generated,,2018_2320266__event_001,2359,1,False,False
140734,core,temporal_spatial,19,24,19,19,generated,,2018_2320253__event_004,3567,1,False,False
140734,core,relational_after,19,9,8,8,generated,,2018_2320244__event_002,2084,1,False,False
140734,stress_test,relational_between,19,1,0,0,skipped,no_unique_event_candidate,,,0,False,False
140775,core,semantic,23,23,6,6,generated,,2018_2320660__event_002,1391,1,False,False
140775,core,temporal_spatial,23,23,13,13,generated,,2018_2320655__event_001,125,1,False,False
140775,core,relational_after,23,13,13,11,generated,,2018_2320657__event_002,2352,1,False,False
140775,stress_test,relational_between,23,3,3,2,generated,,2018_2320646__event_002,35,1,False,False
149225,core,semantic,33,33,6,6,generated,,2018_2402517__event_002,3549,1,False,False
149225,core,temporal_spatial,33,33,21,21,generated,,2018_2402529__event_002,2352,1,False,False
149225,core,relational_after,33,18,10,10,generated,,2018_2402537__event_002,1352,2,True,False
149225,stress_test,relational_between,33,3,3,3,generated,,2018_2402537__event_002,1352,2,True,False
152722,core,semantic,33,33,2,2,generated,,2018_2446517__event_003,216,2,True,False
152722,core,temporal_spatial,33,33,15,15,generated,,2018_2446517__event_003,216,2,True,False
152722,core,relational_after,33,20,13,13,generated,,2018_2446506__event_002,2,1,False,False
152722,stress_test,relational_between,33,7,7,7,generated,,2018_2446524__event_004,191,1,False,False
156873,core,semantic,104,116,23,23,generated,,2018_2498146__event_002,1543,1,False,True
156873,core,temporal_spatial,104,116,63,63,generated,,2018_2498138__event_001,292,1,False,True
156873,core,relational_after,104,65,48,48,generated,,2018_2498120__event_002,3797,1,False,True
156873,stress_test,relational_between,104,15,14,14,generated,,2018_2498147__event_002,3960,1,False,True
167728,core,semantic,59,59,21,21,generated,,2018_2604362__event_001,650,1,False,True
167728,core,temporal_spatial,59,59,46,46,generated,,2018_2604345__event_001,4067,1,False,True
167728,core,relational_after,59,37,35,35,generated,,2018_2604406__event_002,3239,1,False,True
167728,stress_test,relational_between,59,15,15,15,generated,,2018_2604374__event_004,189,1,False,True
169053,core,semantic,25,25,4,4,generated,,2018_2620254__event_001,3032,1,False,False
169053,core,temporal_spatial,25,25,17,17,generated,,2018_2620302__event_004,3626,1,False,False
169053,core,relational_after,25,14,10,9,generated,,2018_2620302__event_002,374,1,False,False
169053,stress_test,relational_between,25,3,3,3,generated,,2018_2620285__event_002,358,1,False,False
171659,core,semantic,26,26,5,5,generated,,2018_2647186__event_001,1833,1,False,False
171659,core,temporal_spatial,26,26,10,10,generated,,2018_2647196__event_002,3099,1,False,False
171659,core,relational_after,26,15,9,9,generated,,2018_2647177__event_004,816,1,False,False
171659,stress_test,relational_between,26,4,4,4,generated,,2018_2647186__event_002,828,1,False,False
178798,core,semantic,25,26,10,10,generated,,2018_2707928__event_001,2451,1,False,False
178798,core,temporal_spatial,25,26,21,21,generated,,2018_2707945__event_002,67,1,False,False
178798,core,relational_after,25,14,9,9,generated,,2018_2707923__event_002,2,2,True,False
178798,stress_test,relational_between,25,1,1,1,generated,,2018_2707932__event_002,2,2,True,False
19379,core,semantic,73,80,12,12,generated,,2018_395327__event_001,2031,1,False,True
19379,core,temporal_spatial,73,80,30,30,generated,,2018_395294__event_001,3101,1,False,True
19379,core,relational_after,73,39,25,24,generated,,2018_395480__event_002,4017,1,False,True
19379,stress_test,relational_between,73,2,2,2,generated,,2018_395370__event_002,2624,1,False,True
210254,core,semantic,29,29,13,13,generated,,2018_2949690__event_002,3812,1,False,False
210254,core,temporal_spatial,29,29,19,19,generated,,2018_2949696__event_002,3876,1,False,False
210254,core,relational_after,29,16,16,15,generated,,2018_2949678__event_002,3209,1,False,False
210254,stress_test,relational_between,29,3,3,3,generated,,2018_2949696__event_003,228,1,False,False
223807,core,semantic,26,26,8,8,generated,,2018_3045890__event_001,1034,1,False,False
223807,core,temporal_spatial,26,26,18,18,generated,,2018_3045877__event_001,83,1,False,False
223807,core,relational_after,26,15,13,13,generated,,2018_3045880__event_002,543,1,False,False
223807,stress_test,relational_between,26,4,4,4,generated,,2018_3045879__event_002,3012,1,False,False
2309,core,semantic,34,34,2,2,generated,,2018_50056__event_002,1536,1,False,False
2309,core,temporal_spatial,34,34,9,9,generated,,2018_50060__event_002,203,1,False,False
2309,core,relational_after,34,20,15,15,generated,,2018_50057__event_002,3814,1,False,False
2309,stress_test,relational_between,34,6,6,6,generated,,2018_50035__event_003,18,1,False,False
23925,core,semantic,43,43,4,4,generated,,2018_485892__event_002,596,1,False,False
23925,core,temporal_spatial,43,43,15,15,generated,,2018_485898__event_002,3152,3,True,False
23925,core,relational_after,43,24,12,12,generated,,2018_485898__event_002,3152,3,True,False
23925,stress_test,relational_between,43,5,3,3,generated,,2018_485935__event_002,3152,3,True,False
24620,core,semantic,70,70,0,0,skipped,no_unique_event_candidate,,,0,False,True
24620,core,temporal_spatial,70,70,2,2,generated,,2018_500374__event_002,374,1,False,True
24620,core,relational_after,70,47,3,3,generated,,2018_500321__event_002,1254,1,False,True
24620,stress_test,relational_between,70,24,0,0,skipped,no_unique_event_candidate,,,0,False,True
24664,core,semantic,68,69,24,24,generated,,2018_501969__event_001,2675,1,False,True
24664,core,temporal_spatial,68,69,45,45,generated,,2018_501965__event_001,1873,1,False,True
24664,core,relational_after,68,42,41,41,generated,,2018_501939__event_007,1806,1,False,True
24664,stress_test,relational_between,68,16,15,15,generated,,2018_501939__event_003,146,1,False,True
24765,core,semantic,51,51,26,26,generated,,2018_504006__event_002,1318,1,False,True
24765,core,temporal_spatial,51,51,34,34,generated,,2018_504023__event_002,1948,1,False,True
24765,core,relational_after,51,29,29,29,generated,,2018_504026__event_003,2083,1,False,True
24765,stress_test,relational_between,51,7,7,7,generated,,2018_504023__event_003,2155,1,False,True
254908,core,semantic,32,33,9,9,generated,,2018_3245120__event_003,1573,1,False,False
254908,core,temporal_spatial,32,33,17,17,generated,,2018_3245121__event_001,444,1,False,False
254908,core,relational_after,32,21,18,18,generated,,2018_3245104__event_003,80,1,False,False
254908,stress_test,relational_between,32,9,9,9,generated,,2018_3245120__event_002,927,1,False,False
259163,core,semantic,28,28,8,8,generated,,2018_3271983__event_001,22,1,False,False
259163,core,temporal_spatial,28,28,12,12,generated,,2018_3271977__event_002,1265,1,False,False
259163,core,relational_after,28,17,15,15,generated,,2018_3271980__event_002,492,1,False,False
259163,stress_test,relational_between,28,6,6,6,generated,,2018_3271974__event_002,2093,1,False,False
263152,core,semantic,27,27,9,9,generated,,2018_3295456__event_002,114,1,False,False
263152,core,temporal_spatial,27,27,14,14,generated,,2018_3295464__event_002,268,2,True,False
263152,core,relational_after,27,15,15,15,generated,,2018_3295464__event_002,268,2,True,False
263152,stress_test,relational_between,27,3,3,3,generated,,2018_3295444__event_002,1490,1,False,False
264627,core,semantic,47,59,21,21,generated,,2018_3303898__event_002,4150,1,False,True
264627,core,temporal_spatial,47,59,39,39,generated,,2018_3303892__event_002,1370,1,False,True
264627,core,relational_after,47,32,19,19,generated,,2018_3303923__event_002,1185,1,False,True
264627,stress_test,relational_between,47,3,2,2,generated,,2018_3303906__event_003,1072,1,False,True
267704,core,semantic,48,48,11,11,generated,,2018_3322366__event_001,3,1,False,False
267704,core,temporal_spatial,48,48,13,13,generated,,2018_3322359__event_005,2552,1,False,False
267704,core,relational_after,48,38,35,35,generated,,2018_3322363__event_002,3012,1,False,False
267704,stress_test,relational_between,48,28,28,28,generated,,2018_3322362__event_004,3678,1,False,False
26786,core,semantic,254,256,12,12,generated,,2018_543193__event_002,1569,1,False,True
26786,core,temporal_spatial,254,256,64,64,generated,,2018_543252__event_004,1438,1,False,True
26786,core,relational_after,254,188,90,90,generated,,2018_543238__event_002,2362,1,False,True
26786,stress_test,relational_between,254,122,101,95,generated,,2018_543210__event_002,1142,1,False,True
277915,core,semantic,40,40,7,7,generated,,2018_3383887__event_002,2492,1,False,False
277915,core,temporal_spatial,40,40,16,16,generated,,2018_3383902__event_002,1353,2,True,False
277915,core,relational_after,40,23,19,19,generated,,2018_3383909__event_002,1352,1,False,False
277915,stress_test,relational_between,40,6,6,6,generated,,2018_3383892__event_002,1353,2,True,False
280210,core,semantic,54,63,16,16,generated,,2018_3396792__event_003,3034,1,False,True
280210,core,temporal_spatial,54,63,30,30,generated,,2018_3396806__event_001,736,1,False,True
280210,core,relational_after,54,40,28,28,generated,,2018_3396831__event_002,1751,1,False,True
280210,stress_test,relational_between,54,16,15,15,generated,,2018_3396830__event_002,1139,1,False,True
281448,core,semantic,35,35,5,5,generated,,2018_3403886__event_001,2345,1,False,False
281448,core,temporal_spatial,35,35,14,14,generated,,2018_3403886__event_003,3412,2,True,False
281448,core,relational_after,35,21,12,12,generated,,2018_3403853__event_002,1390,1,False,False
281448,stress_test,relational_between,35,7,7,7,generated,,2018_3403886__event_003,3412,2,True,False
283450,core,semantic,74,74,12,12,generated,,2018_3416150__event_002,3039,1,False,True
283450,core,temporal_spatial,74,74,34,34,generated,,2018_3416139__event_001,2089,1,False,True
283450,core,relational_after,74,45,36,36,generated,,2018_3416086__event_002,158,1,False,True
283450,stress_test,relational_between,74,16,16,16,generated,,2018_3416142__event_005,2055,1,False,True
286142,core,semantic,21,21,9,9,generated,,2018_3433008__event_001,484,1,False,False
286142,core,temporal_spatial,21,21,9,9,generated,,2018_3433021__event_002,2718,1,False,False
286142,core,relational_after,21,11,9,9,generated,,2018_3433040__event_002,3,1,False,False
286142,stress_test,relational_between,21,1,1,1,generated,,2018_3433042__event_002,2,1,False,False
286382,core,semantic,16,23,6,6,generated,,2018_3434341__event_001,1419,1,False,False
286382,core,temporal_spatial,16,23,16,16,generated,,2018_3434351__event_002,2498,1,False,False
286382,core,relational_after,16,10,5,5,generated,,2018_3434342__event_002,642,1,False,False
286382,stress_test,relational_between,16,0,0,0,skipped,no_complete_cue,,,0,False,False
28664,core,semantic,56,56,13,13,generated,,2018_580023__event_002,4374,1,False,True
28664,core,temporal_spatial,56,56,28,28,generated,,2018_580040__event_002,3847,1,False,True
28664,core,relational_after,56,36,25,25,generated,,2018_580044__event_007,1449,1,False,True
28664,stress_test,relational_between,56,16,16,12,generated,,2018_580041__event_004,1832,1,False,True
28697,core,semantic,37,37,6,6,generated,,2018_580909__event_003,1937,1,False,False
28697,core,temporal_spatial,37,37,20,20,generated,,2018_580905__event_001,2,1,False,False
28697,core,relational_after,37,22,14,14,generated,,2018_580909__event_002,4215,1,False,False
28697,stress_test,relational_between,37,7,7,7,generated,,2018_580896__event_002,680,1,False,False
290806,core,semantic,36,36,14,14,generated,,2018_3462036__event_002,1346,1,False,False
290806,core,temporal_spatial,36,36,22,22,generated,,2018_3462064__event_002,3567,1,False,False
290806,core,relational_after,36,22,22,22,generated,,2018_3462039__event_002,4433,1,False,False
290806,stress_test,relational_between,36,8,8,8,generated,,2018_3462036__event_003,4315,1,False,False
29501,core,semantic,35,36,11,11,generated,,2018_596159__event_001,635,1,False,False
29501,core,temporal_spatial,35,36,33,33,generated,,2018_596177__event_003,3797,1,False,False
29501,core,relational_after,35,19,14,14,generated,,2018_596177__event_004,358,1,False,False
29501,stress_test,relational_between,35,4,4,4,generated,,2018_596177__event_002,31,1,False,False
29757,core,semantic,41,41,2,2,generated,,2018_601438__event_002,1326,1,False,False
29757,core,temporal_spatial,41,41,14,14,generated,,2018_601440__event_002,2352,2,True,False
29757,core,relational_after,41,22,4,4,generated,,2018_601373__event_002,2352,2,True,False
29757,stress_test,relational_between,41,3,3,3,generated,,2018_601360__event_002,415,1,False,False
29764,core,semantic,28,28,6,6,generated,,2018_601479__event_002,1701,2,True,False
29764,core,temporal_spatial,28,28,17,17,generated,,2018_601542__event_002,680,1,False,False
29764,core,relational_after,28,17,7,7,generated,,2018_601478__event_003,1040,1,False,False
29764,stress_test,relational_between,28,6,4,4,generated,,2018_601479__event_002,1701,2,True,False
31204,core,semantic,27,27,9,9,generated,,2018_631703__event_002,990,2,True,False
31204,core,temporal_spatial,27,27,23,23,generated,,2018_631604__event_001,4209,1,False,False
31204,core,relational_after,27,14,10,10,generated,,2018_631691__event_002,3152,1,False,False
31204,stress_test,relational_between,27,1,1,1,generated,,2018_631703__event_002,990,2,True,False
32545,core,semantic,104,106,14,14,generated,,2018_661998__event_003,1554,1,False,True
32545,core,temporal_spatial,104,106,31,31,generated,,2018_661957__event_002,3320,1,False,True
32545,core,relational_after,104,61,41,41,generated,,2018_661962__event_003,1267,1,False,True
32545,stress_test,relational_between,104,19,16,16,generated,,2018_661952__event_003,1005,1,False,True
325605,core,semantic,80,82,9,9,generated,,2018_3674424__event_001,112,1,False,True
325605,core,temporal_spatial,80,82,28,28,generated,,2018_3674434__event_002,1116,1,False,True
325605,core,relational_after,80,49,38,38,generated,,2018_3674468__event_002,1017,1,False,True
325605,stress_test,relational_between,80,15,15,15,generated,,2018_3674480__event_002,2,1,False,True
328941,core,semantic,23,23,5,5,generated,,2018_3694440__event_002,2247,1,False,False
328941,core,temporal_spatial,23,23,8,8,generated,,2018_3694435__event_002,2034,1,False,False
328941,core,relational_after,23,12,10,10,generated,,2018_3694439__event_002,1281,1,False,False
328941,stress_test,relational_between,23,1,1,1,generated,,2018_3694436__event_002,63,1,False,False
339444,core,semantic,27,31,5,5,generated,,2018_3757174__event_001,3179,1,False,False
339444,core,temporal_spatial,27,31,10,10,generated,,2018_3757174__event_002,4614,1,False,False
339444,core,relational_after,27,19,13,12,generated,,2018_3757165__event_005,1967,1,False,False
339444,stress_test,relational_between,27,6,6,6,generated,,2018_3757165__event_004,4161,1,False,False
342180,core,semantic,49,49,10,10,generated,,2018_3773294__event_001,2508,1,False,True
342180,core,temporal_spatial,49,49,24,24,generated,,2018_3773284__event_002,1203,1,False,True
342180,core,relational_after,49,29,26,26,generated,,2018_3773318__event_004,1221,1,False,True
342180,stress_test,relational_between,49,9,9,9,generated,,2018_3773299__event_002,400,1,False,True
34258,core,semantic,42,42,4,4,generated,,2018_698481__event_002,3966,1,False,False
34258,core,temporal_spatial,42,42,4,4,generated,,2018_698482__event_004,3006,1,False,False
34258,core,relational_after,42,30,10,10,generated,,2018_698467__event_004,2299,1,False,False
34258,stress_test,relational_between,42,18,14,9,generated,,2018_698472__event_007,3101,1,False,False
347501,core,semantic,20,20,0,0,skipped,no_unique_event_candidate,,,0,False,False
347501,core,temporal_spatial,20,20,4,4,generated,,2018_3804262__event_002,4483,1,False,False
347501,core,relational_after,20,10,2,1,generated,,2018_3804279__event_002,2546,1,False,False
347501,stress_test,relational_between,20,0,0,0,skipped,no_complete_cue,,,0,False,False
348059,core,semantic,56,63,10,10,generated,,2018_3807506__event_002,2955,1,False,False
348059,core,temporal_spatial,56,63,11,11,generated,,2018_3807513__event_003,1454,1,False,False
348059,core,relational_after,56,41,17,17,generated,,2018_3807516__event_004,38,1,False,False
348059,stress_test,relational_between,56,20,14,14,generated,,2018_3807517__event_004,11,1,False,False
348682,core,semantic,21,22,8,8,generated,,2018_3811335__event_002,861,1,False,False
348682,core,temporal_spatial,21,22,14,14,generated,,2018_3811312__event_002,2549,1,False,False
348682,core,relational_after,21,12,9,8,generated,,2018_3811346__event_002,2287,1,False,False
348682,stress_test,relational_between,21,1,1,0,skipped,target_name_leakage,,,0,False,False
350248,core,semantic,54,54,14,14,generated,,2018_3820558__event_002,2287,1,False,True
350248,core,temporal_spatial,54,54,37,37,generated,,2018_3820551__event_002,2857,1,False,True
350248,core,relational_after,54,32,30,29,generated,,2018_3820531__event_002,1146,1,False,True
350248,stress_test,relational_between,54,10,10,6,generated,,2018_3820552__event_002,2,1,False,True
356419,core,semantic,33,33,4,4,generated,,2018_3855580__event_001,1895,1,False,False
356419,core,temporal_spatial,33,33,7,7,generated,,2018_3855575__event_002,2812,1,False,False
356419,core,relational_after,33,19,13,13,generated,,2018_3855579__event_002,4168,1,False,False
356419,stress_test,relational_between,33,5,5,5,generated,,2018_3855574__event_002,2,1,False,False
35718,core,semantic,26,26,8,8,generated,,2018_727082__event_002,2236,1,False,False
35718,core,temporal_spatial,26,26,13,13,generated,,2018_727120__event_002,1281,2,True,False
35718,core,relational_after,26,15,11,11,generated,,2018_727120__event_002,1281,2,True,False
35718,stress_test,relational_between,26,4,4,3,generated,,2018_727134__event_002,926,1,False,False
362630,core,semantic,24,24,15,15,generated,,2018_3889093__event_002,3847,1,False,False
362630,core,temporal_spatial,24,24,22,22,generated,,2018_3889095__event_002,154,1,False,False
362630,core,relational_after,24,13,13,13,generated,,2018_3889086__event_003,1601,1,False,False
362630,stress_test,relational_between,24,2,2,2,generated,,2018_3889075__event_002,2084,1,False,False
36487,core,semantic,54,54,15,15,generated,,2018_741721__event_001,1235,1,False,False
36487,core,temporal_spatial,54,54,24,24,generated,,2018_741640__event_001,1751,1,False,False
36487,core,relational_after,54,36,34,34,generated,,2018_741708__event_003,584,1,False,False
36487,stress_test,relational_between,54,18,18,18,generated,,2018_741725__event_003,4585,1,False,False
365381,core,semantic,24,24,11,11,generated,,2018_3903070__event_001,3812,1,False,False
365381,core,temporal_spatial,24,24,18,18,generated,,2018_3903088__event_002,4657,2,True,False
365381,core,relational_after,24,13,13,13,generated,,2018_3903074__event_002,4657,2,True,False
365381,stress_test,relational_between,24,2,2,2,generated,,2018_3903075__event_002,2581,1,False,False
41088,core,semantic,77,77,3,3,generated,,2018_830967__event_001,32,1,False,True
41088,core,temporal_spatial,77,77,16,16,generated,,2018_831031__event_001,1203,2,True,True
41088,core,relational_after,77,44,7,7,generated,,2018_830967__event_002,1203,2,True,True
41088,stress_test,relational_between,77,11,4,4,generated,,2018_831017__event_002,18,1,False,True
42282,core,semantic,24,24,7,7,generated,,2018_852433__event_001,387,1,False,False
42282,core,temporal_spatial,24,24,22,22,generated,,2018_852463__event_001,2630,1,False,False
42282,core,relational_after,24,13,11,10,generated,,2018_852454__event_002,375,2,True,False
42282,stress_test,relational_between,24,2,2,2,generated,,2018_852454__event_002,375,2,True,False
44616,core,semantic,39,39,13,13,generated,,2018_895850__event_003,3019,1,False,False
44616,core,temporal_spatial,39,39,17,17,generated,,2018_895862__event_003,2837,1,False,False
44616,core,relational_after,39,29,25,25,generated,,2018_895859__event_003,584,1,False,False
