query_id,user_id,benchmark_tier,query_type,query_language,query_text,target_event_id,target_venue_id,target_name,target_trail_id,target_timestamp,target_category,target_city,cue_year,cue_month,cue_city,cue_category,cue_previous_event_id,cue_previous_place,cue_next_event_id,cue_next_place,is_high_memory_load
tokyo_131525_relational_between,131525,stress_test,relational_between,dataset_native_mixed,Which Multiplex did I visit between イオンモール日の出 and セブンイレブン 羽村街道店?,2018_2202064__event_002,89,イオンシネマ日の出,2018_2202064,2017-12-16 10:46:00,Multiplex,Fussa,,,,Multiplex,2018_2202064__event_001,イオンモール日の出,2018_2202064__event_003,セブンイレブン 羽村街道店,False
tokyo_132723_relational_between,132723,stress_test,relational_between,dataset_native_mixed,Which Bakery did I visit between 相模原北警察署 and 鉄板焼 志野?,2018_2219917__event_002,4231,一本堂 相模原橋本店,2018_2219917,2018-09-12 01:04:00,Bakery,Hachiōji,,,,Bakery,2018_2219917__event_001,相模原北警察署,2018_2219917__event_003,鉄板焼 志野,True
tokyo_134307_relational_between,134307,stress_test,relational_between,dataset_native_mixed,Which Casino did I visit between らあめん花月嵐 and 秋留台公園?,2018_2242051__event_002,3880,サンフラワー 瑞穂店,2018_2242051,2018-04-01 10:29:00,Casino,Fussa,,,,Casino,2018_2242051__event_001,らあめん花月嵐,2018_2242051__event_003,秋留台公園,False
tokyo_135393_relational_between,135393,stress_test,relational_between,dataset_native_mixed,Which Casino did I visit between バーガーキング (Burger King) and 家系ラーメン まるに家?,2018_2257318__event_003,3756,PIA 八王子,2018_2257318,2018-09-15 07:28:00,Casino,Hachiōji,,,,Casino,2018_2257318__event_002,バーガーキング (Burger King),2018_2257318__event_004,家系ラーメン まるに家,False
tokyo_138301_relational_between,138301,stress_test,relational_between,dataset_native_mixed,Which Farmers Market did I visit between セブンイレブン 相模原大島南店 and マクドナルド?,2018_2294113__event_002,358,鳥居原ふれあいの館,2018_2294113,2018-05-24 02:17:00,Farmers Market,Hachiōji,,,,Farmers Market,2018_2294113__event_001,セブンイレブン 相模原大島南店,2018_2294113__event_003,マクドナルド,False
tokyo_139656_relational_between,139656,stress_test,relational_between,dataset_native_mixed,Which Rest Area did I visit between ジョイフル and 南京亭?,2018_2308851__event_002,80,道の駅 八王子滝山,2018_2308851,2017-12-31 10:49:00,Rest Area,Hachiōji,,,,Rest Area,2018_2308851__event_001,ジョイフル,2018_2308851__event_003,南京亭,True
tokyo_140775_relational_between,140775,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between 高尾山IC and イーアス高尾?,2018_2320646__event_002,35,高尾駅 (Takao Sta.),2018_2320646,2018-01-02 02:40:00,Train Station,Hachiōji,,,,Train Station,2018_2320646__event_001,高尾山IC,2018_2320646__event_003,イーアス高尾,False
tokyo_149225_relational_between,149225,stress_test,relational_between,dataset_native_mixed,Which Arcade did I visit between 東京工科大学行き　八王子駅バスターミナル and 八王子田田?,2018_2402537__event_002,1352,シルクハット 八王子店,2018_2402537,2018-09-17 03:27:00,Arcade,Hachiōji,,,,Arcade,2018_2402537__event_001,東京工科大学行き　八王子駅バスターミナル,2018_2402537__event_003,八王子田田,False
tokyo_152722_relational_between,152722,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between MOVIX橋本 and 京王八王子駅 (Keiō-hachiōji Sta.)?,2018_2446524__event_004,191,京王 橋本駅 (KO45),2018_2446524,2018-01-06 04:53:00,Train Station,Hachiōji,,,,Train Station,2018_2446524__event_003,MOVIX橋本,2018_2446524__event_005,京王八王子駅 (Keiō-hachiōji Sta.),False
tokyo_156873_relational_between,156873,stress_test,relational_between,dataset_native_mixed,Which Auto Workshop did I visit between ハイネス二宮 and 横浜家系ラーメン おか家?,2018_2498147__event_002,3960,バリーコーポレーション,2018_2498147,2018-04-07 04:06:00,Auto Workshop,Fussa,,,,Auto Workshop,2018_2498147__event_001,ハイネス二宮,2018_2498147__event_003,横浜家系ラーメン おか家,True
tokyo_167728_relational_between,167728,stress_test,relational_between,dataset_native_mixed,Which Ice Cream Shop did I visit between 志田峠 and イーアス高尾?,2018_2604374__event_004,189,町田あいす工房ラッテ,2018_2604374,2018-03-18 07:43:00,Ice Cream Shop,Hachiōji,,,,Ice Cream Shop,2018_2604374__event_003,志田峠,2018_2604374__event_005,イーアス高尾,True
tokyo_169053_relational_between,169053,stress_test,relational_between,dataset_native_mixed,Which Farmers Market did I visit between オギノパン 本社工場直売店 and オギノパン 本社工場直売店?,2018_2620285__event_002,358,鳥居原ふれあいの館,2018_2620285,2018-04-28 04:48:00,Farmers Market,Hachiōji,,,,Farmers Market,2018_2620285__event_001,オギノパン 本社工場直売店,2018_2620285__event_003,オギノパン 本社工場直売店,False
tokyo_171659_relational_between,171659,stress_test,relational_between,dataset_native_mixed,Which Grocery Store did I visit between ペットの専門店コジマ 八王子店 and 山田駅 (Yamada Sta.) (KO49)?,2018_2647186__event_002,828,スーパーアルプス 台町店,2018_2647186,2018-01-09 08:08:00,Grocery Store,Hachiōji,,,,Grocery Store,2018_2647186__event_001,ペットの専門店コジマ 八王子店,2018_2647186__event_003,山田駅 (Yamada Sta.) (KO49),False
tokyo_178798_relational_between,178798,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between 酔仙楼 and 壱発ラーメン?,2018_2707932__event_002,2,八王子駅 (Hachiōji Sta.),2018_2707932,2018-01-03 07:37:00,Train Station,Hachiōji,,,,Train Station,2018_2707932__event_001,酔仙楼,2018_2707932__event_003,壱発ラーメン,False
tokyo_19379_relational_between,19379,stress_test,relational_between,dataset_native_mixed,Which Convenience Store did I visit between 高尾山口駅 (Takaosanguchi Sta.) (KO53) and 高尾山口駅 (Takaosanguchi Sta.) (KO53)?,2018_395370__event_002,2624,サンクス 八王子高尾山口店,2018_395370,2018-01-10 13:50:00,Convenience Store,Hachiōji,,,,Convenience Store,2018_395370__event_001,高尾山口駅 (Takaosanguchi Sta.) (KO53),2018_395370__event_003,高尾山口駅 (Takaosanguchi Sta.) (KO53),True
tokyo_210254_relational_between,210254,stress_test,relational_between,dataset_native_mixed,Which Restaurant did I visit between 株式会社エコリターン and セブンイレブン 八王子並木町店?,2018_2949696__event_003,228,ガスト,2018_2949696,2018-06-22 17:11:00,Restaurant,Hachiōji,,,,Restaurant,2018_2949696__event_002,株式会社エコリターン,2018_2949696__event_004,セブンイレブン 八王子並木町店,False
tokyo_223807_relational_between,223807,stress_test,relational_between,dataset_native_mixed,Which Shopping Plaza did I visit between 福生駅西交差点 and キングファミリー 八王子西寺方町店?,2018_3045879__event_002,3012,コピオ楢原,2018_3045879,2017-11-04 03:15:00,Shopping Plaza,Hachiōji,,,,Shopping Plaza,2018_3045879__event_001,福生駅西交差点,2018_3045879__event_003,キングファミリー 八王子西寺方町店,False
tokyo_2309_relational_between,2309,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between 羽村駅 (Hamura Sta.) and ファミリーマート 昭島田中町店?,2018_50035__event_003,18,拝島駅 (Haijima Sta.),2018_50035,2017-10-06 07:03:00,Train Station,Fussa,,,,Train Station,2018_50035__event_002,羽村駅 (Hamura Sta.),2018_50035__event_004,ファミリーマート 昭島田中町店,False
tokyo_23925_relational_between,23925,stress_test,relational_between,dataset_native_mixed,Which Bar did I visit between すたみな太郎NEXT 八王子店 and 油そば 味の天徳?,2018_485935__event_002,3152,アニソンDJバー グリュック,2018_485935,2018-05-19 13:00:00,Bar,Hachiōji,,,,Bar,2018_485935__event_001,すたみな太郎NEXT 八王子店,2018_485935__event_003,油そば 味の天徳,False
tokyo_24664_relational_between,24664,stress_test,relational_between,dataset_native_mixed,Which Buddhist Temple did I visit between 宗格院 and 興栄山 善龍寺?,2018_501939__event_003,146,了法寺,2018_501939,2018-01-08 04:29:00,Buddhist Temple,Hachiōji,,,,Buddhist Temple,2018_501939__event_002,宗格院,2018_501939__event_004,興栄山 善龍寺,True
tokyo_24765_relational_between,24765,stress_test,relational_between,dataset_native_mixed,Which Intersection did I visit between ダイソー 武蔵村山榎店 and セブンイレブン 武蔵村山三ツ藤1丁目店?,2018_504023__event_003,2155,本町一丁目交差点,2018_504023,2018-02-22 05:10:00,Intersection,Fussa,,,,Intersection,2018_504023__event_002,ダイソー 武蔵村山榎店,2018_504023__event_004,セブンイレブン 武蔵村山三ツ藤1丁目店,True
tokyo_254908_relational_between,254908,stress_test,relational_between,dataset_native_mixed,Which Coffee Shop did I visit between イオンモール日の出 and ニトリ?,2018_3245120__event_002,927,Starbucks,2018_3245120,2017-12-30 08:39:00,Coffee Shop,Fussa,,,,Coffee Shop,2018_3245120__event_001,イオンモール日の出,2018_3245120__event_003,ニトリ,False
tokyo_259163_relational_between,259163,stress_test,relational_between,dataset_native_mixed,Which Ramen Restaurant did I visit between カインズ and 昭和シェル セルフ日の出インターSS?,2018_3271974__event_002,2093,ラーメン五ノ神,2018_3271974,2018-03-10 12:02:00,Ramen Restaurant,Fussa,,,,Ramen Restaurant,2018_3271974__event_001,カインズ,2018_3271974__event_003,昭和シェル セルフ日の出インターSS,False
tokyo_263152_relational_between,263152,stress_test,relational_between,dataset_native_mixed,Which Police Station did I visit between 八王子駅 (Hachiōji Sta.) and びっくりドンキー?,2018_3295444__event_002,1490,八王子警察署,2018_3295444,2018-05-26 04:30:00,Police Station,Hachiōji,,,,Police Station,2018_3295444__event_001,八王子駅 (Hachiōji Sta.),2018_3295444__event_003,びっくりドンキー,False
tokyo_264627_relational_between,264627,stress_test,relational_between,dataset_native_mixed,Which Food & Drink Shop did I visit between ドン・キホーテ and 富士森公園?,2018_3303906__event_003,1072,業務スーパー,2018_3303906,2018-03-31 06:00:00,Food & Drink Shop,Hachiōji,,,,Food & Drink Shop,2018_3303906__event_002,ドン・キホーテ,2018_3303906__event_004,富士森公園,True
tokyo_267704_relational_between,267704,stress_test,relational_between,dataset_native_mixed,Which Intersection did I visit between ENEOS セルフ楢原SS and カインズ?,2018_3322362__event_004,3678,楢原町交差点,2018_3322362,2017-12-29 02:34:00,Intersection,Hachiōji,,,,Intersection,2018_3322362__event_003,ENEOS セルフ楢原SS,2018_3322362__event_005,カインズ,False
tokyo_26786_relational_between,26786,stress_test,relational_between,dataset_native_mixed,Which Grocery Store did I visit between ローソン 相模原相原店 and マクドナルド?,2018_543210__event_002,1142,スーパーアルプス 城山店,2018_543210,2018-02-05 07:12:00,Grocery Store,Hachiōji,,,,Grocery Store,2018_543210__event_001,ローソン 相模原相原店,2018_543210__event_003,マクドナルド,True
tokyo_277915_relational_between,277915,stress_test,relational_between,dataset_native_mixed,Which Internet Cafe did I visit between はなまるうどん and シルクハット 八王子店?,2018_3383892__event_002,1353,アプレシオ 八王子駅前店,2018_3383892,2017-12-02 04:56:00,Internet Cafe,Hachiōji,,,,Internet Cafe,2018_3383892__event_001,はなまるうどん,2018_3383892__event_003,シルクハット 八王子店,False
tokyo_280210_relational_between,280210,stress_test,relational_between,dataset_native_mixed,Which Convenience Store did I visit between (医)社団 三芳会 平三歯科医院 and ワークマン 秋川店?,2018_3396830__event_002,1139,ファミリーマート 日本文化大入口店,2018_3396830,2018-05-12 06:45:00,Convenience Store,Hachiōji,,,,Convenience Store,2018_3396830__event_001,(医)社団 三芳会 平三歯科医院,2018_3396830__event_003,ワークマン 秋川店,True
tokyo_281448_relational_between,281448,stress_test,relational_between,dataset_native_mixed,Which Convenience Store did I visit between アクロスモール八王子みなみ野 and らーめん れんげ?,2018_3403886__event_003,3412,ローソン 相模原橋本五丁目店,2018_3403886,2018-03-09 08:24:00,Convenience Store,Hachiōji,,,,Convenience Store,2018_3403886__event_002,アクロスモール八王子みなみ野,2018_3403886__event_004,らーめん れんげ,False
tokyo_283450_relational_between,283450,stress_test,relational_between,dataset_native_mixed,Which Convenience Store did I visit between ファミリーマート 津久井宮が瀬店 and 東福生駅 (Higashi-Fussa Sta.)?,2018_3416142__event_005,2055,セブンイレブン 八王子上野町店,2018_3416142,2018-07-01 06:18:00,Convenience Store,Hachiōji,,,,Convenience Store,2018_3416142__event_004,ファミリーマート 津久井宮が瀬店,2018_3416142__event_006,東福生駅 (Higashi-Fussa Sta.),True
tokyo_286142_relational_between,286142,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between JR 高尾駅 and アドアーズ 八王子店?,2018_3433042__event_002,2,八王子駅 (Hachiōji Sta.),2018_3433042,2018-07-05 10:23:00,Train Station,Hachiōji,,,,Train Station,2018_3433042__event_001,JR 高尾駅,2018_3433042__event_003,アドアーズ 八王子店,False
tokyo_28664_relational_between,28664,stress_test,relational_between,dataset_native_mixed,Which Bus Station did I visit between 橋本駅 (Hashimoto Sta.) and 鳥居原ふれあいの館?,2018_580041__event_004,1832,三ヶ木バスターミナル,2018_580041,2018-01-15 02:03:00,Bus Station,Hachiōji,,,,Bus Station,2018_580041__event_003,橋本駅 (Hashimoto Sta.),2018_580041__event_005,鳥居原ふれあいの館,True
tokyo_28697_relational_between,28697,stress_test,relational_between,dataset_native_mixed,Which University did I visit between 八王子駅 (Hachiōji Sta.) and 八王子田田?,2018_580896__event_002,680,工学院大学 八王子キャンパス,2018_580896,2017-12-05 11:15:00,University,Hachiōji,,,,University,2018_580896__event_001,八王子駅 (Hachiōji Sta.),2018_580896__event_003,八王子田田,False
tokyo_290806_relational_between,290806,stress_test,relational_between,dataset_native_mixed,Which Convenience Store did I visit between スーパーアルプス 中野店 and セブンイレブン 八王子中野山王1丁目店?,2018_3462036__event_003,4315,ファミリーマート 中野中央通り店,2018_3462036,2017-12-01 12:49:00,Convenience Store,Hachiōji,,,,Convenience Store,2018_3462036__event_002,スーパーアルプス 中野店,2018_3462036__event_004,セブンイレブン 八王子中野山王1丁目店,False
tokyo_29501_relational_between,29501,stress_test,relational_between,dataset_native_mixed,Which Furniture / Home Store did I visit between 昭和シェル  ヤマヒロ セルフ武蔵村山 and ハイネス二宮?,2018_596177__event_002,31,ジョイフル本田,2018_596177,2018-07-22 05:39:00,Furniture / Home Store,Fussa,,,,Furniture / Home Store,2018_596177__event_001,昭和シェル  ヤマヒロ セルフ武蔵村山,2018_596177__event_003,ハイネス二宮,False
tokyo_29757_relational_between,29757,stress_test,relational_between,dataset_native_mixed,Which Hobby Shop did I visit between アドアーズ 八王子店 and とんかつ ほし野?,2018_601360__event_002,415,メロンブックス,2018_601360,2017-10-20 04:27:00,Hobby Shop,Hachiōji,,,,Hobby Shop,2018_601360__event_001,アドアーズ 八王子店,2018_601360__event_003,とんかつ ほし野,False
tokyo_29764_relational_between,29764,stress_test,relational_between,dataset_native_mixed,Which Tunnel did I visit between 八王子駅 (Hachiōji Sta.) and 工学院大学 八王子キャンパス?,2018_601479__event_002,1701,ひよどり山トンネル,2018_601479,2017-10-07 02:38:00,Tunnel,Hachiōji,,,,Tunnel,2018_601479__event_001,八王子駅 (Hachiōji Sta.),2018_601479__event_003,工学院大学 八王子キャンパス,False
tokyo_31204_relational_between,31204,stress_test,relational_between,dataset_native_mixed,Which Beer Garden did I visit between 清滝駅 and 立呑み晩杯屋 八王子店?,2018_631703__event_002,990,高尾山ビアマウント,2018_631703,2018-09-29 08:09:00,Beer Garden,Hachiōji,,,,Beer Garden,2018_631703__event_001,清滝駅,2018_631703__event_003,立呑み晩杯屋 八王子店,False
tokyo_32545_relational_between,32545,stress_test,relational_between,dataset_native_mixed,Which Supermarket did I visit between ケーヨーデイツー 楢原店 and 張順?,2018_661952__event_003,1005,スーパーオザム 大楽寺店,2018_661952,2017-11-19 06:00:00,Supermarket,Hachiōji,,,,Supermarket,2018_661952__event_002,ケーヨーデイツー 楢原店,2018_661952__event_004,張順,True
tokyo_325605_relational_between,325605,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between フルコンプ 八王子本店 and 八王子みなみ野駅 (Hachiōjiminamino Sta.)?,2018_3674480__event_002,2,八王子駅 (Hachiōji Sta.),2018_3674480,2018-10-03 14:47:00,Train Station,Hachiōji,,,,Train Station,2018_3674480__event_001,フルコンプ 八王子本店,2018_3674480__event_003,八王子みなみ野駅 (Hachiōjiminamino Sta.),True
tokyo_328941_relational_between,328941,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between 高尾山頂 and JR 橋本駅 (JR Hashimoto Sta.)?,2018_3694436__event_002,63,高尾山口駅 (Takaosanguchi Sta.) (KO53),2018_3694436,2018-07-05 22:30:00,Train Station,Hachiōji,,,,Train Station,2018_3694436__event_001,高尾山頂,2018_3694436__event_003,JR 橋本駅 (JR Hashimoto Sta.),False
tokyo_339444_relational_between,339444,stress_test,relational_between,dataset_native_mixed,Which Ramen Restaurant did I visit between 青梅街道駅 (Ōme-Kaidō Sta.) (ST03) and セブンイレブン 小平仲町店?,2018_3757165__event_004,4161,らあめん花月嵐 小平仲町店,2018_3757165,2018-04-12 06:33:00,Ramen Restaurant,Higashimurayama,,,,Ramen Restaurant,2018_3757165__event_003,青梅街道駅 (Ōme-Kaidō Sta.) (ST03),2018_3757165__event_005,セブンイレブン 小平仲町店,False
tokyo_342180_relational_between,342180,stress_test,relational_between,dataset_native_mixed,Which Driving School did I visit between セブンイレブン 瑞穂むさし野2丁目店 and LIVIN?,2018_3773299__event_002,400,西多摩自動車学校,2018_3773299,2018-06-17 00:38:00,Driving School,Fussa,,,,Driving School,2018_3773299__event_001,セブンイレブン 瑞穂むさし野2丁目店,2018_3773299__event_003,LIVIN,True
tokyo_34258_relational_between,34258,stress_test,relational_between,dataset_native_mixed,Which Platform did I visit between 京王 5-6番線ホーム and 京王高尾山温泉 極楽湯?,2018_698472__event_007,3101,1-2番線ホーム,2018_698472,2017-10-19 10:37:00,Platform,Hachiōji,,,,Platform,2018_698472__event_006,京王 5-6番線ホーム,2018_698472__event_008,京王高尾山温泉 極楽湯,False
tokyo_348059_relational_between,348059,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between 八王子みなみ野駅 (Hachiōjiminamino Sta.) and 京王 橋本駅 (KO45)?,2018_3807517__event_004,11,橋本駅 (Hashimoto Sta.),2018_3807517,2018-04-20 08:12:00,Train Station,Hachiōji,,,,Train Station,2018_3807517__event_003,八王子みなみ野駅 (Hachiōjiminamino Sta.),2018_3807517__event_005,京王 橋本駅 (KO45),False
tokyo_350248_relational_between,350248,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between 昭和シェル石油 セルフ相原SS and 牛角?,2018_3820552__event_002,2,八王子駅 (Hachiōji Sta.),2018_3820552,2018-06-19 10:35:00,Train Station,Hachiōji,,,,Train Station,2018_3820552__event_001,昭和シェル石油 セルフ相原SS,2018_3820552__event_003,牛角,True
tokyo_356419_relational_between,356419,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between 片倉駅 (Katakura Sta.) and JR 橋本駅 (JR Hashimoto Sta.)?,2018_3855574__event_002,2,八王子駅 (Hachiōji Sta.),2018_3855574,2018-04-22 04:37:00,Train Station,Hachiōji,,,,Train Station,2018_3855574__event_001,片倉駅 (Katakura Sta.),2018_3855574__event_003,JR 橋本駅 (JR Hashimoto Sta.),False
tokyo_35718_relational_between,35718,stress_test,relational_between,dataset_native_mixed,Which Restaurant did I visit between JR 橋本駅 (JR Hashimoto Sta.) and JR 橋本駅 (JR Hashimoto Sta.)?,2018_727134__event_002,926,ジョナサン,2018_727134,2018-09-01 10:18:00,Restaurant,Hachiōji,,,,Restaurant,2018_727134__event_001,JR 橋本駅 (JR Hashimoto Sta.),2018_727134__event_003,JR 橋本駅 (JR Hashimoto Sta.),False
tokyo_362630_relational_between,362630,stress_test,relational_between,dataset_native_mixed,Which Discount Store did I visit between とんかつ和幸 and 餃子製造販売店 八王子いち五郎?,2018_3889075__event_002,2084,ドン・キホーテ,2018_3889075,2018-07-27 12:58:00,Discount Store,Hachiōji,,,,Discount Store,2018_3889075__event_001,とんかつ和幸,2018_3889075__event_003,餃子製造販売店 八王子いち五郎,False
tokyo_36487_relational_between,36487,stress_test,relational_between,dataset_native_mixed,Which Supermarket did I visit between ハードオフ/オフハウス/ホビーオフ and セイムス あきる野東店?,2018_741725__event_003,4585,驚安堂 あきる野店,2018_741725,2018-04-17 06:51:00,Supermarket,Fussa,,,,Supermarket,2018_741725__event_002,ハードオフ/オフハウス/ホビーオフ,2018_741725__event_004,セイムス あきる野東店,False
tokyo_365381_relational_between,365381,stress_test,relational_between,dataset_native_mixed,Which Baseball Stadium did I visit between ラウンドワン 八王子店 and 雀荘たかはし?,2018_3903075__event_002,2581,八王子バッティングセンター,2018_3903075,2018-06-28 07:20:00,Baseball Stadium,Hachiōji,,,,Baseball Stadium,2018_3903075__event_001,ラウンドワン 八王子店,2018_3903075__event_003,雀荘たかはし,False
