row_index,query_id,user_id,benchmark_tier,query_type,is_high_memory_load
40,tokyo_121554_semantic,121554,core,semantic,False
41,tokyo_121554_temporal_spatial,121554,core,temporal_spatial,False
42,tokyo_126183_relational_after,126183,core,relational_after,True
43,tokyo_126183_semantic,126183,core,semantic,True
44,tokyo_126183_temporal_spatial,126183,core,temporal_spatial,True
45,tokyo_127201_relational_after,127201,core,relational_after,False
46,tokyo_127201_semantic,127201,core,semantic,False
47,tokyo_127201_temporal_spatial,127201,core,temporal_spatial,False
48,tokyo_129047_relational_after,129047,core,relational_after,False
49,tokyo_129047_semantic,129047,core,semantic,False
50,tokyo_129047_temporal_spatial,129047,core,temporal_spatial,False
51,tokyo_130084_relational_after,130084,core,relational_after,True
52,tokyo_130084_semantic,130084,core,semantic,True
53,tokyo_130084_temporal_spatial,130084,core,temporal_spatial,True
54,tokyo_130568_relational_after,130568,core,relational_after,False
55,tokyo_130568_semantic,130568,core,semantic,False
56,tokyo_130568_temporal_spatial,130568,core,temporal_spatial,False
57,tokyo_130777_relational_after,130777,core,relational_after,False
58,tokyo_130777_semantic,130777,core,semantic,False
59,tokyo_130777_temporal_spatial,130777,core,temporal_spatial,False
60,tokyo_130872_relational_after,130872,core,relational_after,False
61,tokyo_130872_semantic,130872,core,semantic,False
62,tokyo_130872_temporal_spatial,130872,core,temporal_spatial,False
63,tokyo_131525_relational_after,131525,core,relational_after,False
64,tokyo_131525_semantic,131525,core,semantic,False
65,tokyo_131525_temporal_spatial,131525,core,temporal_spatial,False
66,tokyo_132723_relational_after,132723,core,relational_after,True
67,tokyo_132723_semantic,132723,core,semantic,True
68,tokyo_132723_temporal_spatial,132723,core,temporal_spatial,True
69,tokyo_134307_relational_after,134307,core,relational_after,False
70,tokyo_134307_semantic,134307,core,semantic,False
71,tokyo_134307_temporal_spatial,134307,core,temporal_spatial,False
72,tokyo_135393_relational_after,135393,core,relational_after,False
73,tokyo_135393_semantic,135393,core,semantic,False
74,tokyo_135393_temporal_spatial,135393,core,temporal_spatial,False
75,tokyo_138301_relational_after,138301,core,relational_after,False
76,tokyo_138301_semantic,138301,core,semantic,False
77,tokyo_138301_temporal_spatial,138301,core,temporal_spatial,False
78,tokyo_139656_relational_after,139656,core,relational_after,True
79,tokyo_139656_semantic,139656,core,semantic,True
80,tokyo_139656_temporal_spatial,139656,core,temporal_spatial,True
81,tokyo_140734_relational_after,140734,core,relational_after,False
82,tokyo_140734_semantic,140734,core,semantic,False
83,tokyo_140734_temporal_spatial,140734,core,temporal_spatial,False
84,tokyo_140775_relational_after,140775,core,relational_after,False
85,tokyo_140775_semantic,140775,core,semantic,False
86,tokyo_140775_temporal_spatial,140775,core,temporal_spatial,False
87,tokyo_149225_relational_after,149225,core,relational_after,False
88,tokyo_149225_semantic,149225,core,semantic,False
89,tokyo_149225_temporal_spatial,149225,core,temporal_spatial,False
90,tokyo_152722_relational_after,152722,core,relational_after,False
91,tokyo_152722_semantic,152722,core,semantic,False
92,tokyo_152722_temporal_spatial,152722,core,temporal_spatial,False
93,tokyo_156873_relational_after,156873,core,relational_after,True
94,tokyo_156873_semantic,156873,core,semantic,True
95,tokyo_156873_temporal_spatial,156873,core,temporal_spatial,True
96,tokyo_167728_relational_after,167728,core,relational_after,True
97,tokyo_167728_semantic,167728,core,semantic,True
98,tokyo_167728_temporal_spatial,167728,core,temporal_spatial,True
99,tokyo_169053_relational_after,169053,core,relational_after,False
100,tokyo_169053_semantic,169053,core,semantic,False
101,tokyo_169053_temporal_spatial,169053,core,temporal_spatial,False
102,tokyo_171659_relational_after,171659,core,relational_after,False
103,tokyo_171659_semantic,171659,core,semantic,False
104,tokyo_171659_temporal_spatial,171659,core,temporal_spatial,False
105,tokyo_178798_relational_after,178798,core,relational_after,False
106,tokyo_178798_semantic,178798,core,semantic,False
107,tokyo_178798_temporal_spatial,178798,core,temporal_spatial,False
108,tokyo_19379_relational_after,19379,core,relational_after,True
109,tokyo_19379_semantic,19379,core,semantic,True
110,tokyo_19379_temporal_spatial,19379,core,temporal_spatial,True
111,tokyo_210254_relational_after,210254,core,relational_after,False
112,tokyo_210254_semantic,210254,core,semantic,False
113,tokyo_210254_temporal_spatial,210254,core,temporal_spatial,False
114,tokyo_223807_relational_after,223807,core,relational_after,False
115,tokyo_223807_semantic,223807,core,semantic,False
116,tokyo_223807_temporal_spatial,223807,core,temporal_spatial,False
117,tokyo_2309_relational_after,2309,core,relational_after,False
118,tokyo_2309_semantic,2309,core,semantic,False
119,tokyo_2309_temporal_spatial,2309,core,temporal_spatial,False
120,tokyo_23925_relational_after,23925,core,relational_after,False
121,tokyo_23925_semantic,23925,core,semantic,False
122,tokyo_23925_temporal_spatial,23925,core,temporal_spatial,False
123,tokyo_24620_relational_after,24620,core,relational_after,True
124,tokyo_24620_temporal_spatial,24620,core,temporal_spatial,True
125,tokyo_24664_relational_after,24664,core,relational_after,True
126,tokyo_24664_semantic,24664,core,semantic,True
127,tokyo_24664_temporal_spatial,24664,core,temporal_spatial,True
128,tokyo_24765_relational_after,24765,core,relational_after,True
129,tokyo_24765_semantic,24765,core,semantic,True
130,tokyo_24765_temporal_spatial,24765,core,temporal_spatial,True
131,tokyo_254908_relational_after,254908,core,relational_after,False
132,tokyo_254908_semantic,254908,core,semantic,False
133,tokyo_254908_temporal_spatial,254908,core,temporal_spatial,False
134,tokyo_259163_relational_after,259163,core,relational_after,False
135,tokyo_259163_semantic,259163,core,semantic,False
136,tokyo_259163_temporal_spatial,259163,core,temporal_spatial,False
137,tokyo_263152_relational_after,263152,core,relational_after,False
138,tokyo_263152_semantic,263152,core,semantic,False
139,tokyo_263152_temporal_spatial,263152,core,temporal_spatial,False
140,tokyo_264627_relational_after,264627,core,relational_after,True
141,tokyo_264627_semantic,264627,core,semantic,True
142,tokyo_264627_temporal_spatial,264627,core,temporal_spatial,True
143,tokyo_267704_relational_after,267704,core,relational_after,False
144,tokyo_267704_semantic,267704,core,semantic,False
145,tokyo_267704_temporal_spatial,267704,core,temporal_spatial,False
146,tokyo_26786_relational_after,26786,core,relational_after,True
147,tokyo_26786_semantic,26786,core,semantic,True
148,tokyo_26786_temporal_spatial,26786,core,temporal_spatial,True
149,tokyo_277915_relational_after,277915,core,relational_after,False
150,tokyo_277915_semantic,277915,core,semantic,False
151,tokyo_277915_temporal_spatial,277915,core,temporal_spatial,False
152,tokyo_280210_relational_after,280210,core,relational_after,True
153,tokyo_280210_semantic,280210,core,semantic,True
154,tokyo_280210_temporal_spatial,280210,core,temporal_spatial,True
155,tokyo_281448_relational_after,281448,core,relational_after,False
156,tokyo_281448_semantic,281448,core,semantic,False
157,tokyo_281448_temporal_spatial,281448,core,temporal_spatial,False
158,tokyo_283450_relational_after,283450,core,relational_after,True
159,tokyo_283450_semantic,283450,core,semantic,True
160,tokyo_283450_temporal_spatial,283450,core,temporal_spatial,True
161,tokyo_286142_relational_after,286142,core,relational_after,False
162,tokyo_286142_semantic,286142,core,semantic,False
163,tokyo_286142_temporal_spatial,286142,core,temporal_spatial,False
164,tokyo_286382_relational_after,286382,core,relational_after,False
165,tokyo_286382_semantic,286382,core,semantic,False
166,tokyo_286382_temporal_spatial,286382,core,temporal_spatial,False
167,tokyo_28664_relational_after,28664,core,relational_after,True
168,tokyo_28664_semantic,28664,core,semantic,True
169,tokyo_28664_temporal_spatial,28664,core,temporal_spatial,True
170,tokyo_28697_relational_after,28697,core,relational_after,False
171,tokyo_28697_semantic,28697,core,semantic,False
172,tokyo_28697_temporal_spatial,28697,core,temporal_spatial,False
173,tokyo_290806_relational_after,290806,core,relational_after,False
174,tokyo_290806_semantic,290806,core,semantic,False
175,tokyo_290806_temporal_spatial,290806,core,temporal_spatial,False
176,tokyo_29501_relational_after,29501,core,relational_after,False
177,tokyo_29501_semantic,29501,core,semantic,False
178,tokyo_29501_temporal_spatial,29501,core,temporal_spatial,False
179,tokyo_29757_relational_after,29757,core,relational_after,False
180,tokyo_29757_semantic,29757,core,semantic,False
181,tokyo_29757_temporal_spatial,29757,core,temporal_spatial,False
182,tokyo_29764_relational_after,29764,core,relational_after,False
183,tokyo_29764_semantic,29764,core,semantic,False
184,tokyo_29764_temporal_spatial,29764,core,temporal_spatial,False
185,tokyo_31204_relational_after,31204,core,relational_after,False
186,tokyo_31204_semantic,31204,core,semantic,False
187,tokyo_31204_temporal_spatial,31204,core,temporal_spatial,False
188,tokyo_32545_relational_after,32545,core,relational_after,True
189,tokyo_32545_semantic,32545,core,semantic,True
190,tokyo_32545_temporal_spatial,32545,core,temporal_spatial,True
191,tokyo_325605_relational_after,325605,core,relational_after,True
192,tokyo_325605_semantic,325605,core,semantic,True
193,tokyo_325605_temporal_spatial,325605,core,temporal_spatial,True
194,tokyo_328941_relational_after,328941,core,relational_after,False
195,tokyo_328941_semantic,328941,core,semantic,False
196,tokyo_328941_temporal_spatial,328941,core,temporal_spatial,False
197,tokyo_339444_relational_after,339444,core,relational_after,False
198,tokyo_339444_semantic,339444,core,semantic,False
199,tokyo_339444_temporal_spatial,339444,core,temporal_spatial,False
200,tokyo_342180_relational_after,342180,core,relational_after,True
201,tokyo_342180_semantic,342180,core,semantic,True
202,tokyo_342180_temporal_spatial,342180,core,temporal_spatial,True
203,tokyo_34258_relational_after,34258,core,relational_after,False
204,tokyo_34258_semantic,34258,core,semantic,False
205,tokyo_34258_temporal_spatial,34258,core,temporal_spatial,False
206,tokyo_347501_relational_after,347501,core,relational_after,False
207,tokyo_347501_temporal_spatial,347501,core,temporal_spatial,False
208,tokyo_348059_relational_after,348059,core,relational_after,False
209,tokyo_348059_semantic,348059,core,semantic,False
210,tokyo_348059_temporal_spatial,348059,core,temporal_spatial,False
211,tokyo_348682_relational_after,348682,core,relational_after,False
212,tokyo_348682_semantic,348682,core,semantic,False
213,tokyo_348682_temporal_spatial,348682,core,temporal_spatial,False
214,tokyo_350248_relational_after,350248,core,relational_after,True
215,tokyo_350248_semantic,350248,core,semantic,True
216,tokyo_350248_temporal_spatial,350248,core,temporal_spatial,True
217,tokyo_356419_relational_after,356419,core,relational_after,False
218,tokyo_356419_semantic,356419,core,semantic,False
219,tokyo_356419_temporal_spatial,356419,core,temporal_spatial,False
220,tokyo_35718_relational_after,35718,core,relational_after,False
221,tokyo_35718_semantic,35718,core,semantic,False
222,tokyo_35718_temporal_spatial,35718,core,temporal_spatial,False
223,tokyo_362630_relational_after,362630,core,relational_after,False
224,tokyo_362630_semantic,362630,core,semantic,False
225,tokyo_362630_temporal_spatial,362630,core,temporal_spatial,False
226,tokyo_36487_relational_after,36487,core,relational_after,False
227,tokyo_36487_semantic,36487,core,semantic,False
228,tokyo_36487_temporal_spatial,36487,core,temporal_spatial,False
229,tokyo_365381_relational_after,365381,core,relational_after,False
230,tokyo_365381_semantic,365381,core,semantic,False
231,tokyo_365381_temporal_spatial,365381,core,temporal_spatial,False
232,tokyo_41088_relational_after,41088,core,relational_after,True
233,tokyo_41088_semantic,41088,core,semantic,True
234,tokyo_41088_temporal_spatial,41088,core,temporal_spatial,True
235,tokyo_42282_relational_after,42282,core,relational_after,False
236,tokyo_42282_semantic,42282,core,semantic,False
237,tokyo_42282_temporal_spatial,42282,core,temporal_spatial,False
238,tokyo_44616_relational_after,44616,core,relational_after,False
239,tokyo_44616_semantic,44616,core,semantic,False
240,tokyo_44616_temporal_spatial,44616,core,temporal_spatial,False
241,tokyo_45189_relational_after,45189,core,relational_after,False
242,tokyo_45189_semantic,45189,core,semantic,False
243,tokyo_45189_temporal_spatial,45189,core,temporal_spatial,False
244,tokyo_45205_relational_after,45205,core,relational_after,True
245,tokyo_45205_semantic,45205,core,semantic,True
246,tokyo_45205_temporal_spatial,45205,core,temporal_spatial,True
247,tokyo_50046_relational_after,50046,core,relational_after,True
248,tokyo_50046_semantic,50046,core,semantic,True
249,tokyo_50046_temporal_spatial,50046,core,temporal_spatial,True
250,tokyo_51031_relational_after,51031,core,relational_after,True
251,tokyo_51031_semantic,51031,core,semantic,True
252,tokyo_51031_temporal_spatial,51031,core,temporal_spatial,True
253,tokyo_51516_relational_after,51516,core,relational_after,False
254,tokyo_51516_semantic,51516,core,semantic,False
255,tokyo_51516_temporal_spatial,51516,core,temporal_spatial,False
256,tokyo_52894_relational_after,52894,core,relational_after,False
257,tokyo_52894_semantic,52894,core,semantic,False
258,tokyo_52894_temporal_spatial,52894,core,temporal_spatial,False
259,tokyo_53205_relational_after,53205,core,relational_after,False
260,tokyo_53205_semantic,53205,core,semantic,False
261,tokyo_53205_temporal_spatial,53205,core,temporal_spatial,False
262,tokyo_53405_relational_after,53405,core,relational_after,False
263,tokyo_53405_semantic,53405,core,semantic,False
264,tokyo_53405_temporal_spatial,53405,core,temporal_spatial,False
265,tokyo_55985_relational_after,55985,core,relational_after,False
266,tokyo_55985_semantic,55985,core,semantic,False
267,tokyo_55985_temporal_spatial,55985,core,temporal_spatial,False
268,tokyo_59554_relational_after,59554,core,relational_after,False
269,tokyo_59554_semantic,59554,core,semantic,False
270,tokyo_59554_temporal_spatial,59554,core,temporal_spatial,False
271,tokyo_60393_relational_after,60393,core,relational_after,True
272,tokyo_60393_semantic,60393,core,semantic,True
273,tokyo_60393_temporal_spatial,60393,core,temporal_spatial,True
274,tokyo_70564_relational_after,70564,core,relational_after,True
275,tokyo_70564_semantic,70564,core,semantic,True
276,tokyo_70564_temporal_spatial,70564,core,temporal_spatial,True
277,tokyo_70703_relational_after,70703,core,relational_after,False
278,tokyo_70703_semantic,70703,core,semantic,False
279,tokyo_70703_temporal_spatial,70703,core,temporal_spatial,False
280,tokyo_72210_relational_after,72210,core,relational_after,False
281,tokyo_72210_semantic,72210,core,semantic,False
282,tokyo_72210_temporal_spatial,72210,core,temporal_spatial,False
283,tokyo_72444_relational_after,72444,core,relational_after,False
284,tokyo_72444_semantic,72444,core,semantic,False
285,tokyo_72444_temporal_spatial,72444,core,temporal_spatial,False
286,tokyo_74188_relational_after,74188,core,relational_after,False
287,tokyo_74188_semantic,74188,core,semantic,False
288,tokyo_74188_temporal_spatial,74188,core,temporal_spatial,False
289,tokyo_74982_relational_after,74982,core,relational_after,False
290,tokyo_74982_semantic,74982,core,semantic,False
291,tokyo_74982_temporal_spatial,74982,core,temporal_spatial,False
292,tokyo_78286_relational_after,78286,core,relational_after,True
293,tokyo_78286_semantic,78286,core,semantic,True
294,tokyo_78286_temporal_spatial,78286,core,temporal_spatial,True
295,tokyo_79139_relational_after,79139,core,relational_after,False
296,tokyo_79139_semantic,79139,core,semantic,False
297,tokyo_79139_temporal_spatial,79139,core,temporal_spatial,False
298,tokyo_79719_relational_after,79719,core,relational_after,True
299,tokyo_79719_semantic,79719,core,semantic,True
300,tokyo_79719_temporal_spatial,79719,core,temporal_spatial,True
301,tokyo_80051_relational_after,80051,core,relational_after,False
302,tokyo_80051_semantic,80051,core,semantic,False
303,tokyo_80051_temporal_spatial,80051,core,temporal_spatial,False
304,tokyo_80415_relational_after,80415,core,relational_after,False
305,tokyo_80415_semantic,80415,core,semantic,False
306,tokyo_80415_temporal_spatial,80415,core,temporal_spatial,False
307,tokyo_80480_relational_after,80480,core,relational_after,False
308,tokyo_80480_semantic,80480,core,semantic,False
309,tokyo_80480_temporal_spatial,80480,core,temporal_spatial,False
310,tokyo_86988_relational_after,86988,core,relational_after,True
311,tokyo_86988_semantic,86988,core,semantic,True
312,tokyo_86988_temporal_spatial,86988,core,temporal_spatial,True
313,tokyo_87391_temporal_spatial,87391,core,temporal_spatial,False
314,tokyo_88625_relational_after,88625,core,relational_after,False
315,tokyo_88625_semantic,88625,core,semantic,False
316,tokyo_88625_temporal_spatial,88625,core,temporal_spatial,False
317,tokyo_88793_relational_after,88793,core,relational_after,True
318,tokyo_88793_semantic,88793,core,semantic,True
319,tokyo_88793_temporal_spatial,88793,core,temporal_spatial,True
