row_index,query_id,user_id,benchmark_tier,query_type,is_high_memory_load
61,tokyo_34258_relational_between,34258,stress_test,relational_between,False
62,tokyo_348059_relational_between,348059,stress_test,relational_between,False
63,tokyo_350248_relational_between,350248,stress_test,relational_between,True
64,tokyo_356419_relational_between,356419,stress_test,relational_between,False
65,tokyo_35718_relational_between,35718,stress_test,relational_between,False
66,tokyo_362630_relational_between,362630,stress_test,relational_between,False
67,tokyo_36487_relational_between,36487,stress_test,relational_between,False
68,tokyo_365381_relational_between,365381,stress_test,relational_between,False
69,tokyo_41088_relational_between,41088,stress_test,relational_between,True
70,tokyo_42282_relational_between,42282,stress_test,relational_between,False
71,tokyo_44616_relational_between,44616,stress_test,relational_between,False
72,tokyo_45189_relational_between,45189,stress_test,relational_between,False
73,tokyo_45205_relational_between,45205,stress_test,relational_between,True
74,tokyo_50046_relational_between,50046,stress_test,relational_between,True
75,tokyo_51031_relational_between,51031,stress_test,relational_between,True
76,tokyo_51516_relational_between,51516,stress_test,relational_between,False
77,tokyo_52894_relational_between,52894,stress_test,relational_between,False
78,tokyo_53205_relational_between,53205,stress_test,relational_between,False
79,tokyo_53405_relational_between,53405,stress_test,relational_between,False
80,tokyo_55985_relational_between,55985,stress_test,relational_between,False
81,tokyo_59554_relational_between,59554,stress_test,relational_between,False
82,tokyo_60393_relational_between,60393,stress_test,relational_between,True
83,tokyo_70564_relational_between,70564,stress_test,relational_between,True
84,tokyo_70703_relational_between,70703,stress_test,relational_between,False
85,tokyo_72210_relational_between,72210,stress_test,relational_between,False
86,tokyo_72444_relational_between,72444,stress_test,relational_between,False
87,tokyo_74188_relational_between,74188,stress_test,relational_between,False
88,tokyo_74982_relational_between,74982,stress_test,relational_between,False
89,tokyo_78286_relational_between,78286,stress_test,relational_between,True
90,tokyo_79139_relational_between,79139,stress_test,relational_between,False
91,tokyo_79719_relational_between,79719,stress_test,relational_between,True
92,tokyo_80051_relational_between,80051,stress_test,relational_between,False
93,tokyo_80415_relational_between,80415,stress_test,relational_between,False
94,tokyo_80480_relational_between,80480,stress_test,relational_between,False
95,tokyo_86988_relational_between,86988,stress_test,relational_between,True
96,tokyo_88625_relational_between,88625,stress_test,relational_between,False
97,tokyo_88793_relational_between,88793,stress_test,relational_between,True
