query_id,user_id,benchmark_tier,query_type,seed_rank,seed_event_id,relation,expanded_event_id,is_first_discovery,expansion_rank,is_high_memory_load
tokyo_100312_semantic,100312,core,semantic,1,2018_1767925__event_002,SELF,2018_1767925__event_002,True,1,True
tokyo_100312_semantic,100312,core,semantic,1,2018_1767925__event_002,PREVIOUS,2018_1767925__event_001,True,2,True
tokyo_100312_semantic,100312,core,semantic,2,2018_1767958__event_002,SELF,2018_1767958__event_002,True,3,True
tokyo_100312_semantic,100312,core,semantic,2,2018_1767958__event_002,PREVIOUS,2018_1767958__event_001,True,4,True
tokyo_100312_semantic,100312,core,semantic,3,2018_1767887__event_002,SELF,2018_1767887__event_002,True,5,True
tokyo_100312_semantic,100312,core,semantic,3,2018_1767887__event_002,PREVIOUS,2018_1767887__event_001,True,6,True
tokyo_100312_semantic,100312,core,semantic,4,2018_1767913__event_002,SELF,2018_1767913__event_002,True,7,True
tokyo_100312_semantic,100312,core,semantic,4,2018_1767913__event_002,PREVIOUS,2018_1767913__event_001,True,8,True
tokyo_100312_semantic,100312,core,semantic,5,2018_1767941__event_002,SELF,2018_1767941__event_002,True,9,True
tokyo_100312_semantic,100312,core,semantic,5,2018_1767941__event_002,PREVIOUS,2018_1767941__event_001,True,10,True
tokyo_100312_temporal_spatial,100312,core,temporal_spatial,1,2018_1767957__event_002,SELF,2018_1767957__event_002,True,1,True
tokyo_100312_temporal_spatial,100312,core,temporal_spatial,1,2018_1767957__event_002,PREVIOUS,2018_1767957__event_001,True,2,True
tokyo_100312_temporal_spatial,100312,core,temporal_spatial,2,2018_1767964__event_002,SELF,2018_1767964__event_002,True,3,True
tokyo_100312_temporal_spatial,100312,core,temporal_spatial,2,2018_1767964__event_002,PREVIOUS,2018_1767964__event_001,True,4,True
tokyo_100312_temporal_spatial,100312,core,temporal_spatial,3,2018_1767958__event_002,SELF,2018_1767958__event_002,True,5,True
tokyo_100312_temporal_spatial,100312,core,temporal_spatial,3,2018_1767958__event_002,PREVIOUS,2018_1767958__event_001,True,6,True
tokyo_100312_temporal_spatial,100312,core,temporal_spatial,4,2018_1767941__event_002,SELF,2018_1767941__event_002,True,7,True
tokyo_100312_temporal_spatial,100312,core,temporal_spatial,4,2018_1767941__event_002,PREVIOUS,2018_1767941__event_001,True,8,True
tokyo_100312_temporal_spatial,100312,core,temporal_spatial,5,2018_1767935__event_002,SELF,2018_1767935__event_002,True,9,True
tokyo_100312_temporal_spatial,100312,core,temporal_spatial,5,2018_1767935__event_002,PREVIOUS,2018_1767935__event_001,True,10,True
tokyo_100677_relational_after,100677,core,relational_after,1,2018_1773206__event_002,SELF,2018_1773206__event_002,True,1,False
tokyo_100677_relational_after,100677,core,relational_after,1,2018_1773206__event_002,PREVIOUS,2018_1773206__event_001,True,2,False
tokyo_100677_relational_after,100677,core,relational_after,2,2018_1773210__event_002,SELF,2018_1773210__event_002,True,3,False
tokyo_100677_relational_after,100677,core,relational_after,2,2018_1773210__event_002,PREVIOUS,2018_1773210__event_001,True,4,False
tokyo_100677_relational_after,100677,core,relational_after,3,2018_1773210__event_001,SELF,2018_1773210__event_001,False,,False
tokyo_100677_relational_after,100677,core,relational_after,3,2018_1773210__event_001,NEXT,2018_1773210__event_002,False,,False
tokyo_100677_relational_after,100677,core,relational_after,4,2018_1773205__event_001,SELF,2018_1773205__event_001,True,5,False
tokyo_100677_relational_after,100677,core,relational_after,4,2018_1773205__event_001,NEXT,2018_1773205__event_002,True,6,False
tokyo_100677_relational_after,100677,core,relational_after,5,2018_1773227__event_002,SELF,2018_1773227__event_002,True,7,False
tokyo_100677_relational_after,100677,core,relational_after,5,2018_1773227__event_002,PREVIOUS,2018_1773227__event_001,True,8,False
tokyo_100677_semantic,100677,core,semantic,1,2018_1773217__event_002,SELF,2018_1773217__event_002,True,1,False
tokyo_100677_semantic,100677,core,semantic,1,2018_1773217__event_002,PREVIOUS,2018_1773217__event_001,True,2,False
tokyo_100677_semantic,100677,core,semantic,2,2018_1773220__event_002,SELF,2018_1773220__event_002,True,3,False
tokyo_100677_semantic,100677,core,semantic,2,2018_1773220__event_002,PREVIOUS,2018_1773220__event_001,True,4,False
tokyo_100677_semantic,100677,core,semantic,3,2018_1773220__event_001,SELF,2018_1773220__event_001,False,,False
tokyo_100677_semantic,100677,core,semantic,3,2018_1773220__event_001,NEXT,2018_1773220__event_002,False,,False
tokyo_100677_semantic,100677,core,semantic,4,2018_1773210__event_001,SELF,2018_1773210__event_001,True,5,False
tokyo_100677_semantic,100677,core,semantic,4,2018_1773210__event_001,NEXT,2018_1773210__event_002,True,6,False
tokyo_100677_semantic,100677,core,semantic,5,2018_1773208__event_002,SELF,2018_1773208__event_002,True,7,False
tokyo_100677_semantic,100677,core,semantic,5,2018_1773208__event_002,PREVIOUS,2018_1773208__event_001,True,8,False
tokyo_100677_temporal_spatial,100677,core,temporal_spatial,1,2018_1773220__event_001,SELF,2018_1773220__event_001,True,1,False
tokyo_100677_temporal_spatial,100677,core,temporal_spatial,1,2018_1773220__event_001,NEXT,2018_1773220__event_002,True,2,False
tokyo_100677_temporal_spatial,100677,core,temporal_spatial,2,2018_1773220__event_002,SELF,2018_1773220__event_002,False,,False
tokyo_100677_temporal_spatial,100677,core,temporal_spatial,2,2018_1773220__event_002,PREVIOUS,2018_1773220__event_001,False,,False
tokyo_100677_temporal_spatial,100677,core,temporal_spatial,3,2018_1773204__event_002,SELF,2018_1773204__event_002,True,3,False
tokyo_100677_temporal_spatial,100677,core,temporal_spatial,3,2018_1773204__event_002,PREVIOUS,2018_1773204__event_001,True,4,False
tokyo_100677_temporal_spatial,100677,core,temporal_spatial,4,2018_1773204__event_001,SELF,2018_1773204__event_001,False,,False
tokyo_100677_temporal_spatial,100677,core,temporal_spatial,4,2018_1773204__event_001,NEXT,2018_1773204__event_002,False,,False
tokyo_100677_temporal_spatial,100677,core,temporal_spatial,5,2018_1773233__event_002,SELF,2018_1773233__event_002,True,5,False
tokyo_100677_temporal_spatial,100677,core,temporal_spatial,5,2018_1773233__event_002,PREVIOUS,2018_1773233__event_001,True,6,False
tokyo_101467_relational_after,101467,core,relational_after,1,2018_1784994__event_003,SELF,2018_1784994__event_003,True,1,False
tokyo_101467_relational_after,101467,core,relational_after,1,2018_1784994__event_003,PREVIOUS,2018_1784994__event_002,True,2,False
tokyo_101467_relational_after,101467,core,relational_after,1,2018_1784994__event_003,NEXT,2018_1784994__event_004,True,3,False
tokyo_101467_relational_after,101467,core,relational_after,2,2018_1784994__event_002,SELF,2018_1784994__event_002,False,,False
tokyo_101467_relational_after,101467,core,relational_after,2,2018_1784994__event_002,PREVIOUS,2018_1784994__event_001,True,4,False
tokyo_101467_relational_after,101467,core,relational_after,2,2018_1784994__event_002,NEXT,2018_1784994__event_003,False,,False
tokyo_101467_relational_after,101467,core,relational_after,3,2018_1784994__event_004,SELF,2018_1784994__event_004,False,,False
tokyo_101467_relational_after,101467,core,relational_after,3,2018_1784994__event_004,PREVIOUS,2018_1784994__event_003,False,,False
tokyo_101467_relational_after,101467,core,relational_after,3,2018_1784994__event_004,NEXT,2018_1784994__event_005,True,5,False
tokyo_101467_relational_after,101467,core,relational_after,4,2018_1784994__event_001,SELF,2018_1784994__event_001,False,,False
tokyo_101467_relational_after,101467,core,relational_after,4,2018_1784994__event_001,NEXT,2018_1784994__event_002,False,,False
tokyo_101467_relational_after,101467,core,relational_after,5,2018_1784990__event_001,SELF,2018_1784990__event_001,True,6,False
tokyo_101467_relational_after,101467,core,relational_after,5,2018_1784990__event_001,NEXT,2018_1784990__event_002,True,7,False
tokyo_101467_semantic,101467,core,semantic,1,2018_1784986__event_002,SELF,2018_1784986__event_002,True,1,False
tokyo_101467_semantic,101467,core,semantic,1,2018_1784986__event_002,PREVIOUS,2018_1784986__event_001,True,2,False
tokyo_101467_semantic,101467,core,semantic,2,2018_1784988__event_002,SELF,2018_1784988__event_002,True,3,False
tokyo_101467_semantic,101467,core,semantic,2,2018_1784988__event_002,PREVIOUS,2018_1784988__event_001,True,4,False
tokyo_101467_semantic,101467,core,semantic,3,2018_1784986__event_001,SELF,2018_1784986__event_001,False,,False
tokyo_101467_semantic,101467,core,semantic,3,2018_1784986__event_001,NEXT,2018_1784986__event_002,False,,False
tokyo_101467_semantic,101467,core,semantic,4,2018_1784993__event_002,SELF,2018_1784993__event_002,True,5,False
tokyo_101467_semantic,101467,core,semantic,4,2018_1784993__event_002,PREVIOUS,2018_1784993__event_001,True,6,False
tokyo_101467_semantic,101467,core,semantic,5,2018_1785000__event_003,SELF,2018_1785000__event_003,True,7,False
tokyo_101467_semantic,101467,core,semantic,5,2018_1785000__event_003,PREVIOUS,2018_1785000__event_002,True,8,False
tokyo_101467_temporal_spatial,101467,core,temporal_spatial,1,2018_1785009__event_001,SELF,2018_1785009__event_001,True,1,False
tokyo_101467_temporal_spatial,101467,core,temporal_spatial,1,2018_1785009__event_001,NEXT,2018_1785009__event_002,True,2,False
tokyo_101467_temporal_spatial,101467,core,temporal_spatial,2,2018_1785004__event_001,SELF,2018_1785004__event_001,True,3,False
tokyo_101467_temporal_spatial,101467,core,temporal_spatial,2,2018_1785004__event_001,NEXT,2018_1785004__event_002,True,4,False
tokyo_101467_temporal_spatial,101467,core,temporal_spatial,3,2018_1785003__event_002,SELF,2018_1785003__event_002,True,5,False
tokyo_101467_temporal_spatial,101467,core,temporal_spatial,3,2018_1785003__event_002,PREVIOUS,2018_1785003__event_001,True,6,False
tokyo_101467_temporal_spatial,101467,core,temporal_spatial,3,2018_1785003__event_002,NEXT,2018_1785003__event_003,True,7,False
tokyo_101467_temporal_spatial,101467,core,temporal_spatial,4,2018_1784985__event_002,SELF,2018_1784985__event_002,True,8,False
tokyo_101467_temporal_spatial,101467,core,temporal_spatial,4,2018_1784985__event_002,PREVIOUS,2018_1784985__event_001,True,9,False
tokyo_101467_temporal_spatial,101467,core,temporal_spatial,5,2018_1784989__event_002,SELF,2018_1784989__event_002,True,10,False
tokyo_101467_temporal_spatial,101467,core,temporal_spatial,5,2018_1784989__event_002,PREVIOUS,2018_1784989__event_001,True,11,False
tokyo_103621_relational_after,103621,core,relational_after,1,2018_1816122__event_001,SELF,2018_1816122__event_001,True,1,False
tokyo_103621_relational_after,103621,core,relational_after,1,2018_1816122__event_001,NEXT,2018_1816122__event_002,True,2,False
tokyo_103621_relational_after,103621,core,relational_after,2,2018_1816122__event_002,SELF,2018_1816122__event_002,False,,False
tokyo_103621_relational_after,103621,core,relational_after,2,2018_1816122__event_002,PREVIOUS,2018_1816122__event_001,False,,False
tokyo_103621_relational_after,103621,core,relational_after,3,2018_1816137__event_001,SELF,2018_1816137__event_001,True,3,False
tokyo_103621_relational_after,103621,core,relational_after,3,2018_1816137__event_001,NEXT,2018_1816137__event_002,True,4,False
tokyo_103621_relational_after,103621,core,relational_after,4,2018_1816118__event_001,SELF,2018_1816118__event_001,True,5,False
tokyo_103621_relational_after,103621,core,relational_after,4,2018_1816118__event_001,NEXT,2018_1816118__event_002,True,6,False
tokyo_103621_relational_after,103621,core,relational_after,5,2018_1816137__event_002,SELF,2018_1816137__event_002,False,,False
tokyo_103621_relational_after,103621,core,relational_after,5,2018_1816137__event_002,PREVIOUS,2018_1816137__event_001,False,,False
tokyo_103621_semantic,103621,core,semantic,1,2018_1816137__event_002,SELF,2018_1816137__event_002,True,1,False
tokyo_103621_semantic,103621,core,semantic,1,2018_1816137__event_002,PREVIOUS,2018_1816137__event_001,True,2,False
tokyo_103621_semantic,103621,core,semantic,2,2018_1816129__event_001,SELF,2018_1816129__event_001,True,3,False
tokyo_103621_semantic,103621,core,semantic,2,2018_1816129__event_001,NEXT,2018_1816129__event_002,True,4,False
tokyo_103621_semantic,103621,core,semantic,3,2018_1816131__event_002,SELF,2018_1816131__event_002,True,5,False
tokyo_103621_semantic,103621,core,semantic,3,2018_1816131__event_002,PREVIOUS,2018_1816131__event_001,True,6,False
tokyo_103621_semantic,103621,core,semantic,4,2018_1816127__event_001,SELF,2018_1816127__event_001,True,7,False
tokyo_103621_semantic,103621,core,semantic,4,2018_1816127__event_001,NEXT,2018_1816127__event_002,True,8,False
tokyo_103621_semantic,103621,core,semantic,5,2018_1816122__event_002,SELF,2018_1816122__event_002,True,9,False
tokyo_103621_semantic,103621,core,semantic,5,2018_1816122__event_002,PREVIOUS,2018_1816122__event_001,True,10,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,1,2018_1816124__event_001,SELF,2018_1816124__event_001,True,1,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,1,2018_1816124__event_001,NEXT,2018_1816124__event_002,True,2,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,2,2018_1816112__event_001,SELF,2018_1816112__event_001,True,3,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,2,2018_1816112__event_001,NEXT,2018_1816112__event_002,True,4,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,3,2018_1816125__event_001,SELF,2018_1816125__event_001,True,5,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,3,2018_1816125__event_001,NEXT,2018_1816125__event_002,True,6,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,4,2018_1816125__event_002,SELF,2018_1816125__event_002,False,,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,4,2018_1816125__event_002,PREVIOUS,2018_1816125__event_001,False,,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,5,2018_1816129__event_002,SELF,2018_1816129__event_002,True,7,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,5,2018_1816129__event_002,PREVIOUS,2018_1816129__event_001,True,8,False
tokyo_106628_relational_after,106628,core,relational_after,1,2018_1860406__event_003,SELF,2018_1860406__event_003,True,1,True
tokyo_106628_relational_after,106628,core,relational_after,1,2018_1860406__event_003,PREVIOUS,2018_1860406__event_002,True,2,True
tokyo_106628_relational_after,106628,core,relational_after,2,2018_1860406__event_002,SELF,2018_1860406__event_002,False,,True
tokyo_106628_relational_after,106628,core,relational_after,2,2018_1860406__event_002,PREVIOUS,2018_1860406__event_001,True,3,True
tokyo_106628_relational_after,106628,core,relational_after,2,2018_1860406__event_002,NEXT,2018_1860406__event_003,False,,True
tokyo_106628_relational_after,106628,core,relational_after,3,2018_1860419__event_002,SELF,2018_1860419__event_002,True,4,True
tokyo_106628_relational_after,106628,core,relational_after,3,2018_1860419__event_002,PREVIOUS,2018_1860419__event_001,True,5,True
tokyo_106628_relational_after,106628,core,relational_after,4,2018_1860378__event_003,SELF,2018_1860378__event_003,True,6,True
tokyo_106628_relational_after,106628,core,relational_after,4,2018_1860378__event_003,PREVIOUS,2018_1860378__event_002,True,7,True
tokyo_106628_relational_after,106628,core,relational_after,5,2018_1860419__event_001,SELF,2018_1860419__event_001,False,,True
tokyo_106628_relational_after,106628,core,relational_after,5,2018_1860419__event_001,NEXT,2018_1860419__event_002,False,,True
tokyo_106628_semantic,106628,core,semantic,1,2018_1860405__event_002,SELF,2018_1860405__event_002,True,1,True
tokyo_106628_semantic,106628,core,semantic,1,2018_1860405__event_002,PREVIOUS,2018_1860405__event_001,True,2,True
tokyo_106628_semantic,106628,core,semantic,2,2018_1860443__event_003,SELF,2018_1860443__event_003,True,3,True
tokyo_106628_semantic,106628,core,semantic,2,2018_1860443__event_003,PREVIOUS,2018_1860443__event_002,True,4,True
tokyo_106628_semantic,106628,core,semantic,3,2018_1860421__event_003,SELF,2018_1860421__event_003,True,5,True
tokyo_106628_semantic,106628,core,semantic,3,2018_1860421__event_003,PREVIOUS,2018_1860421__event_002,True,6,True
tokyo_106628_semantic,106628,core,semantic,4,2018_1860443__event_002,SELF,2018_1860443__event_002,False,,True
tokyo_106628_semantic,106628,core,semantic,4,2018_1860443__event_002,PREVIOUS,2018_1860443__event_001,True,7,True
tokyo_106628_semantic,106628,core,semantic,4,2018_1860443__event_002,NEXT,2018_1860443__event_003,False,,True
tokyo_106628_semantic,106628,core,semantic,5,2018_1860405__event_001,SELF,2018_1860405__event_001,False,,True
tokyo_106628_semantic,106628,core,semantic,5,2018_1860405__event_001,NEXT,2018_1860405__event_002,False,,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,1,2018_1860435__event_002,SELF,2018_1860435__event_002,True,1,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,1,2018_1860435__event_002,PREVIOUS,2018_1860435__event_001,True,2,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,2,2018_1860444__event_001,SELF,2018_1860444__event_001,True,3,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,2,2018_1860444__event_001,NEXT,2018_1860444__event_002,True,4,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,3,2018_1860394__event_002,SELF,2018_1860394__event_002,True,5,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,3,2018_1860394__event_002,PREVIOUS,2018_1860394__event_001,True,6,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,4,2018_1860423__event_002,SELF,2018_1860423__event_002,True,7,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,4,2018_1860423__event_002,PREVIOUS,2018_1860423__event_001,True,8,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,5,2018_1860391__event_003,SELF,2018_1860391__event_003,True,9,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,5,2018_1860391__event_003,PREVIOUS,2018_1860391__event_002,True,10,True
tokyo_109617_relational_after,109617,core,relational_after,1,2018_1909184__event_001,SELF,2018_1909184__event_001,True,1,True
tokyo_109617_relational_after,109617,core,relational_after,1,2018_1909184__event_001,NEXT,2018_1909184__event_002,True,2,True
tokyo_109617_relational_after,109617,core,relational_after,2,2018_1909144__event_001,SELF,2018_1909144__event_001,True,3,True
tokyo_109617_relational_after,109617,core,relational_after,2,2018_1909144__event_001,NEXT,2018_1909144__event_002,True,4,True
tokyo_109617_relational_after,109617,core,relational_after,3,2018_1909144__event_002,SELF,2018_1909144__event_002,False,,True
tokyo_109617_relational_after,109617,core,relational_after,3,2018_1909144__event_002,PREVIOUS,2018_1909144__event_001,False,,True
tokyo_109617_relational_after,109617,core,relational_after,4,2018_1909199__event_001,SELF,2018_1909199__event_001,True,5,True
tokyo_109617_relational_after,109617,core,relational_after,4,2018_1909199__event_001,NEXT,2018_1909199__event_002,True,6,True
tokyo_109617_relational_after,109617,core,relational_after,5,2018_1909157__event_003,SELF,2018_1909157__event_003,True,7,True
tokyo_109617_relational_after,109617,core,relational_after,5,2018_1909157__event_003,PREVIOUS,2018_1909157__event_002,True,8,True
tokyo_109617_semantic,109617,core,semantic,1,2018_1909178__event_001,SELF,2018_1909178__event_001,True,1,True
tokyo_109617_semantic,109617,core,semantic,1,2018_1909178__event_001,NEXT,2018_1909178__event_002,True,2,True
tokyo_109617_semantic,109617,core,semantic,2,2018_1909181__event_001,SELF,2018_1909181__event_001,True,3,True
tokyo_109617_semantic,109617,core,semantic,2,2018_1909181__event_001,NEXT,2018_1909181__event_002,True,4,True
tokyo_109617_semantic,109617,core,semantic,3,2018_1909181__event_002,SELF,2018_1909181__event_002,False,,True
tokyo_109617_semantic,109617,core,semantic,3,2018_1909181__event_002,PREVIOUS,2018_1909181__event_001,False,,True
tokyo_109617_semantic,109617,core,semantic,4,2018_1909213__event_002,SELF,2018_1909213__event_002,True,5,True
tokyo_109617_semantic,109617,core,semantic,4,2018_1909213__event_002,PREVIOUS,2018_1909213__event_001,True,6,True
tokyo_109617_semantic,109617,core,semantic,4,2018_1909213__event_002,NEXT,2018_1909213__event_003,True,7,True
tokyo_109617_semantic,109617,core,semantic,5,2018_1909214__event_003,SELF,2018_1909214__event_003,True,8,True
tokyo_109617_semantic,109617,core,semantic,5,2018_1909214__event_003,PREVIOUS,2018_1909214__event_002,True,9,True
tokyo_109617_semantic,109617,core,semantic,5,2018_1909214__event_003,NEXT,2018_1909214__event_004,True,10,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,1,2018_1909213__event_001,SELF,2018_1909213__event_001,True,1,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,1,2018_1909213__event_001,NEXT,2018_1909213__event_002,True,2,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,2,2018_1909138__event_002,SELF,2018_1909138__event_002,True,3,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,2,2018_1909138__event_002,PREVIOUS,2018_1909138__event_001,True,4,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,3,2018_1909198__event_001,SELF,2018_1909198__event_001,True,5,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,3,2018_1909198__event_001,NEXT,2018_1909198__event_002,True,6,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,4,2018_1909181__event_002,SELF,2018_1909181__event_002,True,7,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,4,2018_1909181__event_002,PREVIOUS,2018_1909181__event_001,True,8,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,5,2018_1909181__event_001,SELF,2018_1909181__event_001,False,,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,5,2018_1909181__event_001,NEXT,2018_1909181__event_002,False,,True
tokyo_109621_relational_after,109621,core,relational_after,1,2018_1909384__event_001,SELF,2018_1909384__event_001,True,1,True
tokyo_109621_relational_after,109621,core,relational_after,1,2018_1909384__event_001,NEXT,2018_1909384__event_002,True,2,True
tokyo_109621_relational_after,109621,core,relational_after,2,2018_1909390__event_004,SELF,2018_1909390__event_004,True,3,True
tokyo_109621_relational_after,109621,core,relational_after,2,2018_1909390__event_004,PREVIOUS,2018_1909390__event_003,True,4,True
tokyo_109621_relational_after,109621,core,relational_after,2,2018_1909390__event_004,NEXT,2018_1909390__event_005,True,5,True
tokyo_109621_relational_after,109621,core,relational_after,3,2018_1909383__event_003,SELF,2018_1909383__event_003,True,6,True
tokyo_109621_relational_after,109621,core,relational_after,3,2018_1909383__event_003,PREVIOUS,2018_1909383__event_002,True,7,True
tokyo_109621_relational_after,109621,core,relational_after,3,2018_1909383__event_003,NEXT,2018_1909383__event_004,True,8,True
tokyo_109621_relational_after,109621,core,relational_after,4,2018_1909384__event_002,SELF,2018_1909384__event_002,False,,True
tokyo_109621_relational_after,109621,core,relational_after,4,2018_1909384__event_002,PREVIOUS,2018_1909384__event_001,False,,True
tokyo_109621_relational_after,109621,core,relational_after,5,2018_1909372__event_004,SELF,2018_1909372__event_004,True,9,True
tokyo_109621_relational_after,109621,core,relational_after,5,2018_1909372__event_004,PREVIOUS,2018_1909372__event_003,True,10,True
tokyo_109621_semantic,109621,core,semantic,1,2018_1909374__event_005,SELF,2018_1909374__event_005,True,1,True
tokyo_109621_semantic,109621,core,semantic,1,2018_1909374__event_005,PREVIOUS,2018_1909374__event_004,True,2,True
tokyo_109621_semantic,109621,core,semantic,2,2018_1909371__event_001,SELF,2018_1909371__event_001,True,3,True
