query_id,user_id,benchmark_tier,query_type,seed_rank,seed_event_id,relation,expanded_event_id,is_first_discovery,expansion_rank,is_high_memory_load
tokyo_130568_relational_between,130568,stress_test,relational_between,1,2018_2187165__event_004,SELF,2018_2187165__event_004,True,1,False
tokyo_130568_relational_between,130568,stress_test,relational_between,1,2018_2187165__event_004,PREVIOUS,2018_2187165__event_003,True,2,False
tokyo_130568_relational_between,130568,stress_test,relational_between,1,2018_2187165__event_004,NEXT,2018_2187165__event_005,True,3,False
tokyo_130568_relational_between,130568,stress_test,relational_between,2,2018_2187165__event_005,SELF,2018_2187165__event_005,False,,False
tokyo_130568_relational_between,130568,stress_test,relational_between,2,2018_2187165__event_005,PREVIOUS,2018_2187165__event_004,False,,False
tokyo_130568_relational_between,130568,stress_test,relational_between,2,2018_2187165__event_005,NEXT,2018_2187165__event_006,True,4,False
tokyo_130568_relational_between,130568,stress_test,relational_between,3,2018_2187165__event_003,SELF,2018_2187165__event_003,False,,False
tokyo_130568_relational_between,130568,stress_test,relational_between,3,2018_2187165__event_003,PREVIOUS,2018_2187165__event_002,True,5,False
tokyo_130568_relational_between,130568,stress_test,relational_between,3,2018_2187165__event_003,NEXT,2018_2187165__event_004,False,,False
tokyo_130568_relational_between,130568,stress_test,relational_between,4,2018_2187170__event_001,SELF,2018_2187170__event_001,True,6,False
tokyo_130568_relational_between,130568,stress_test,relational_between,4,2018_2187170__event_001,NEXT,2018_2187170__event_002,True,7,False
tokyo_130568_relational_between,130568,stress_test,relational_between,5,2018_2187165__event_006,SELF,2018_2187165__event_006,False,,False
tokyo_130568_relational_between,130568,stress_test,relational_between,5,2018_2187165__event_006,PREVIOUS,2018_2187165__event_005,False,,False
tokyo_130568_relational_between,130568,stress_test,relational_between,5,2018_2187165__event_006,NEXT,2018_2187165__event_007,True,8,False
tokyo_130777_relational_between,130777,stress_test,relational_between,1,2018_2190768__event_004,SELF,2018_2190768__event_004,True,1,False
tokyo_130777_relational_between,130777,stress_test,relational_between,1,2018_2190768__event_004,PREVIOUS,2018_2190768__event_003,True,2,False
tokyo_130777_relational_between,130777,stress_test,relational_between,1,2018_2190768__event_004,NEXT,2018_2190768__event_005,True,3,False
tokyo_130777_relational_between,130777,stress_test,relational_between,2,2018_2190768__event_003,SELF,2018_2190768__event_003,False,,False
tokyo_130777_relational_between,130777,stress_test,relational_between,2,2018_2190768__event_003,PREVIOUS,2018_2190768__event_002,True,4,False
tokyo_130777_relational_between,130777,stress_test,relational_between,2,2018_2190768__event_003,NEXT,2018_2190768__event_004,False,,False
tokyo_130777_relational_between,130777,stress_test,relational_between,3,2018_2190768__event_005,SELF,2018_2190768__event_005,False,,False
tokyo_130777_relational_between,130777,stress_test,relational_between,3,2018_2190768__event_005,PREVIOUS,2018_2190768__event_004,False,,False
tokyo_130777_relational_between,130777,stress_test,relational_between,4,2018_2190688__event_003,SELF,2018_2190688__event_003,True,5,False
tokyo_130777_relational_between,130777,stress_test,relational_between,4,2018_2190688__event_003,PREVIOUS,2018_2190688__event_002,True,6,False
tokyo_130777_relational_between,130777,stress_test,relational_between,5,2018_2190688__event_002,SELF,2018_2190688__event_002,False,,False
tokyo_130777_relational_between,130777,stress_test,relational_between,5,2018_2190688__event_002,PREVIOUS,2018_2190688__event_001,True,7,False
tokyo_130777_relational_between,130777,stress_test,relational_between,5,2018_2190688__event_002,NEXT,2018_2190688__event_003,False,,False
tokyo_130872_relational_between,130872,stress_test,relational_between,1,2018_2192442__event_002,SELF,2018_2192442__event_002,True,1,False
tokyo_130872_relational_between,130872,stress_test,relational_between,1,2018_2192442__event_002,PREVIOUS,2018_2192442__event_001,True,2,False
tokyo_130872_relational_between,130872,stress_test,relational_between,1,2018_2192442__event_002,NEXT,2018_2192442__event_003,True,3,False
tokyo_130872_relational_between,130872,stress_test,relational_between,2,2018_2192442__event_003,SELF,2018_2192442__event_003,False,,False
tokyo_130872_relational_between,130872,stress_test,relational_between,2,2018_2192442__event_003,PREVIOUS,2018_2192442__event_002,False,,False
tokyo_130872_relational_between,130872,stress_test,relational_between,3,2018_2192451__event_002,SELF,2018_2192451__event_002,True,4,False
tokyo_130872_relational_between,130872,stress_test,relational_between,3,2018_2192451__event_002,PREVIOUS,2018_2192451__event_001,True,5,False
tokyo_130872_relational_between,130872,stress_test,relational_between,3,2018_2192451__event_002,NEXT,2018_2192451__event_003,True,6,False
tokyo_130872_relational_between,130872,stress_test,relational_between,4,2018_2192461__event_002,SELF,2018_2192461__event_002,True,7,False
tokyo_130872_relational_between,130872,stress_test,relational_between,4,2018_2192461__event_002,PREVIOUS,2018_2192461__event_001,True,8,False
tokyo_130872_relational_between,130872,stress_test,relational_between,5,2018_2192468__event_002,SELF,2018_2192468__event_002,True,9,False
tokyo_130872_relational_between,130872,stress_test,relational_between,5,2018_2192468__event_002,PREVIOUS,2018_2192468__event_001,True,10,False
tokyo_131525_relational_between,131525,stress_test,relational_between,1,2018_2202064__event_002,SELF,2018_2202064__event_002,True,1,False
tokyo_131525_relational_between,131525,stress_test,relational_between,1,2018_2202064__event_002,PREVIOUS,2018_2202064__event_001,True,2,False
tokyo_131525_relational_between,131525,stress_test,relational_between,1,2018_2202064__event_002,NEXT,2018_2202064__event_003,True,3,False
tokyo_131525_relational_between,131525,stress_test,relational_between,2,2018_2202064__event_003,SELF,2018_2202064__event_003,False,,False
tokyo_131525_relational_between,131525,stress_test,relational_between,2,2018_2202064__event_003,PREVIOUS,2018_2202064__event_002,False,,False
tokyo_131525_relational_between,131525,stress_test,relational_between,3,2018_2202061__event_002,SELF,2018_2202061__event_002,True,4,False
tokyo_131525_relational_between,131525,stress_test,relational_between,3,2018_2202061__event_002,PREVIOUS,2018_2202061__event_001,True,5,False
tokyo_131525_relational_between,131525,stress_test,relational_between,4,2018_2202054__event_002,SELF,2018_2202054__event_002,True,6,False
tokyo_131525_relational_between,131525,stress_test,relational_between,4,2018_2202054__event_002,PREVIOUS,2018_2202054__event_001,True,7,False
tokyo_131525_relational_between,131525,stress_test,relational_between,5,2018_2202055__event_002,SELF,2018_2202055__event_002,True,8,False
tokyo_131525_relational_between,131525,stress_test,relational_between,5,2018_2202055__event_002,PREVIOUS,2018_2202055__event_001,True,9,False
tokyo_132723_relational_between,132723,stress_test,relational_between,1,2018_2219917__event_003,SELF,2018_2219917__event_003,True,1,True
tokyo_132723_relational_between,132723,stress_test,relational_between,1,2018_2219917__event_003,PREVIOUS,2018_2219917__event_002,True,2,True
tokyo_132723_relational_between,132723,stress_test,relational_between,2,2018_2219917__event_002,SELF,2018_2219917__event_002,False,,True
tokyo_132723_relational_between,132723,stress_test,relational_between,2,2018_2219917__event_002,PREVIOUS,2018_2219917__event_001,True,3,True
tokyo_132723_relational_between,132723,stress_test,relational_between,2,2018_2219917__event_002,NEXT,2018_2219917__event_003,False,,True
tokyo_132723_relational_between,132723,stress_test,relational_between,3,2018_2219917__event_001,SELF,2018_2219917__event_001,False,,True
tokyo_132723_relational_between,132723,stress_test,relational_between,3,2018_2219917__event_001,NEXT,2018_2219917__event_002,False,,True
tokyo_132723_relational_between,132723,stress_test,relational_between,4,2018_2219866__event_001,SELF,2018_2219866__event_001,True,4,True
tokyo_132723_relational_between,132723,stress_test,relational_between,4,2018_2219866__event_001,NEXT,2018_2219866__event_002,True,5,True
tokyo_132723_relational_between,132723,stress_test,relational_between,5,2018_2219871__event_001,SELF,2018_2219871__event_001,True,6,True
tokyo_132723_relational_between,132723,stress_test,relational_between,5,2018_2219871__event_001,NEXT,2018_2219871__event_002,True,7,True
tokyo_134307_relational_between,134307,stress_test,relational_between,1,2018_2242051__event_002,SELF,2018_2242051__event_002,True,1,False
tokyo_134307_relational_between,134307,stress_test,relational_between,1,2018_2242051__event_002,PREVIOUS,2018_2242051__event_001,True,2,False
tokyo_134307_relational_between,134307,stress_test,relational_between,1,2018_2242051__event_002,NEXT,2018_2242051__event_003,True,3,False
tokyo_134307_relational_between,134307,stress_test,relational_between,2,2018_2242051__event_003,SELF,2018_2242051__event_003,False,,False
