query_id,user_id,benchmark_tier,query_type,method,method_label,query_text,target_event_id,target_venue_id,target_name,target_rank,reciprocal_rank,success_at_1,success_at_5,is_high_memory_load
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,flat,Flat BM25,Which Japanese Curry Restaurant did I visit in Hachiōji in May 2018?,2018_1816124__event_001,2467,ゴーゴーカレー,1,1.0000000000,True,True,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,vector,E5 Dense,Which Japanese Curry Restaurant did I visit in Hachiōji in May 2018?,2018_1816124__event_001,2467,ゴーゴーカレー,1,1.0000000000,True,True,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,graph,E5 Graph-1Hop-RRF,Which Japanese Curry Restaurant did I visit in Hachiōji in May 2018?,2018_1816124__event_001,2467,ゴーゴーカレー,1,1.0000000000,True,True,False
tokyo_103621_temporal_spatial,103621,core,temporal_spatial,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Japanese Curry Restaurant did I visit in Hachiōji in May 2018?,2018_1816124__event_001,2467,ゴーゴーカレー,1,1.0000000000,True,True,False
tokyo_106628_relational_after,106628,core,relational_after,flat,Flat BM25,Which Recycling Facility did I visit after ファミリーマート 八王子高尾町店?,2018_1860406__event_003,3876,株式会社エコリターン,1,1.0000000000,True,True,True
tokyo_106628_relational_after,106628,core,relational_after,vector,E5 Dense,Which Recycling Facility did I visit after ファミリーマート 八王子高尾町店?,2018_1860406__event_003,3876,株式会社エコリターン,1,1.0000000000,True,True,True
tokyo_106628_relational_after,106628,core,relational_after,graph,E5 Graph-1Hop-RRF,Which Recycling Facility did I visit after ファミリーマート 八王子高尾町店?,2018_1860406__event_003,3876,株式会社エコリターン,1,1.0000000000,True,True,True
tokyo_106628_relational_after,106628,core,relational_after,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Recycling Facility did I visit after ファミリーマート 八王子高尾町店?,2018_1860406__event_003,3876,株式会社エコリターン,3,0.3333333333,False,True,True
tokyo_106628_semantic,106628,core,semantic,flat,Flat BM25,Which Building did I visit in Hachiōji?,2018_1860388__event_002,2359,八王子労政会館,1,1.0000000000,True,True,True
tokyo_106628_semantic,106628,core,semantic,vector,E5 Dense,Which Building did I visit in Hachiōji?,2018_1860388__event_002,2359,八王子労政会館,6,0.1666666667,False,False,True
tokyo_106628_semantic,106628,core,semantic,graph,E5 Graph-1Hop-RRF,Which Building did I visit in Hachiōji?,2018_1860388__event_002,2359,八王子労政会館,8,0.1250000000,False,False,True
tokyo_106628_semantic,106628,core,semantic,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Building did I visit in Hachiōji?,2018_1860388__event_002,2359,八王子労政会館,24,0.0416666667,False,False,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,flat,Flat BM25,Which Train Station did I visit in Fussa in August 2018?,2018_1860444__event_001,257,東秋留駅 (Higashi-Akiru Sta.),1,1.0000000000,True,True,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,vector,E5 Dense,Which Train Station did I visit in Fussa in August 2018?,2018_1860444__event_001,257,東秋留駅 (Higashi-Akiru Sta.),2,0.5000000000,False,True,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,graph,E5 Graph-1Hop-RRF,Which Train Station did I visit in Fussa in August 2018?,2018_1860444__event_001,257,東秋留駅 (Higashi-Akiru Sta.),2,0.5000000000,False,True,True
tokyo_106628_temporal_spatial,106628,core,temporal_spatial,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Train Station did I visit in Fussa in August 2018?,2018_1860444__event_001,257,東秋留駅 (Higashi-Akiru Sta.),2,0.5000000000,False,True,True
tokyo_109617_relational_after,109617,core,relational_after,flat,Flat BM25,Which Supermarket did I visit after ガレージオフ 相模原店?,2018_1909144__event_002,2857,イトーヨーカドー,1,1.0000000000,True,True,True
tokyo_109617_relational_after,109617,core,relational_after,vector,E5 Dense,Which Supermarket did I visit after ガレージオフ 相模原店?,2018_1909144__event_002,2857,イトーヨーカドー,3,0.3333333333,False,True,True
tokyo_109617_relational_after,109617,core,relational_after,graph,E5 Graph-1Hop-RRF,Which Supermarket did I visit after ガレージオフ 相模原店?,2018_1909144__event_002,2857,イトーヨーカドー,3,0.3333333333,False,True,True
tokyo_109617_relational_after,109617,core,relational_after,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Supermarket did I visit after ガレージオフ 相模原店?,2018_1909144__event_002,2857,イトーヨーカドー,3,0.3333333333,False,True,True
tokyo_109617_semantic,109617,core,semantic,flat,Flat BM25,Which Used Bookstore did I visit in Hachiōji?,2018_1909178__event_001,433,BOOKOFF 橋本津久井街道店,1,1.0000000000,True,True,True
tokyo_109617_semantic,109617,core,semantic,vector,E5 Dense,Which Used Bookstore did I visit in Hachiōji?,2018_1909178__event_001,433,BOOKOFF 橋本津久井街道店,1,1.0000000000,True,True,True
tokyo_109617_semantic,109617,core,semantic,graph,E5 Graph-1Hop-RRF,Which Used Bookstore did I visit in Hachiōji?,2018_1909178__event_001,433,BOOKOFF 橋本津久井街道店,1,1.0000000000,True,True,True
tokyo_109617_semantic,109617,core,semantic,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Used Bookstore did I visit in Hachiōji?,2018_1909178__event_001,433,BOOKOFF 橋本津久井街道店,1,1.0000000000,True,True,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,flat,Flat BM25,Which Furniture / Home Store did I visit in Hachiōji in February 2018?,2018_1909138__event_002,558,カインズ 城山店,1,1.0000000000,True,True,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,vector,E5 Dense,Which Furniture / Home Store did I visit in Hachiōji in February 2018?,2018_1909138__event_002,558,カインズ 城山店,2,0.5000000000,False,True,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,graph,E5 Graph-1Hop-RRF,Which Furniture / Home Store did I visit in Hachiōji in February 2018?,2018_1909138__event_002,558,カインズ 城山店,2,0.5000000000,False,True,True
tokyo_109617_temporal_spatial,109617,core,temporal_spatial,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Furniture / Home Store did I visit in Hachiōji in February 2018?,2018_1909138__event_002,558,カインズ 城山店,2,0.5000000000,False,True,True
tokyo_109621_relational_after,109621,core,relational_after,flat,Flat BM25,Which Convenience Store did I visit after ファミリーマート 八王子楢原町店?,2018_1909384__event_002,1514,サンクス 八王子七国五丁目店,2,0.5000000000,False,True,True
tokyo_109621_relational_after,109621,core,relational_after,vector,E5 Dense,Which Convenience Store did I visit after ファミリーマート 八王子楢原町店?,2018_1909384__event_002,1514,サンクス 八王子七国五丁目店,4,0.2500000000,False,True,True
tokyo_109621_relational_after,109621,core,relational_after,graph,E5 Graph-1Hop-RRF,Which Convenience Store did I visit after ファミリーマート 八王子楢原町店?,2018_1909384__event_002,1514,サンクス 八王子七国五丁目店,3,0.3333333333,False,True,True
tokyo_109621_relational_after,109621,core,relational_after,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Convenience Store did I visit after ファミリーマート 八王子楢原町店?,2018_1909384__event_002,1514,サンクス 八王子七国五丁目店,2,0.5000000000,False,True,True
tokyo_109621_semantic,109621,core,semantic,flat,Flat BM25,Which Used Bookstore did I visit in Hachiōji?,2018_1909374__event_005,1883,BOOKOFF 八王子大和田店,1,1.0000000000,True,True,True
tokyo_109621_semantic,109621,core,semantic,vector,E5 Dense,Which Used Bookstore did I visit in Hachiōji?,2018_1909374__event_005,1883,BOOKOFF 八王子大和田店,1,1.0000000000,True,True,True
tokyo_109621_semantic,109621,core,semantic,graph,E5 Graph-1Hop-RRF,Which Used Bookstore did I visit in Hachiōji?,2018_1909374__event_005,1883,BOOKOFF 八王子大和田店,1,1.0000000000,True,True,True
tokyo_109621_semantic,109621,core,semantic,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Used Bookstore did I visit in Hachiōji?,2018_1909374__event_005,1883,BOOKOFF 八王子大和田店,1,1.0000000000,True,True,True
tokyo_109621_temporal_spatial,109621,core,temporal_spatial,flat,Flat BM25,Which Snack Place did I visit in Hachiōji in February 2018?,2018_1909385__event_002,4275,お食事処,1,1.0000000000,True,True,True
tokyo_109621_temporal_spatial,109621,core,temporal_spatial,vector,E5 Dense,Which Snack Place did I visit in Hachiōji in February 2018?,2018_1909385__event_002,4275,お食事処,1,1.0000000000,True,True,True
tokyo_109621_temporal_spatial,109621,core,temporal_spatial,graph,E5 Graph-1Hop-RRF,Which Snack Place did I visit in Hachiōji in February 2018?,2018_1909385__event_002,4275,お食事処,1,1.0000000000,True,True,True
tokyo_109621_temporal_spatial,109621,core,temporal_spatial,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Snack Place did I visit in Hachiōji in February 2018?,2018_1909385__event_002,4275,お食事処,2,0.5000000000,False,True,True
tokyo_113499_relational_after,113499,core,relational_after,flat,Flat BM25,Which Park did I visit after ゲームプラザセントラル 八王子店?,2018_1959244__event_002,1365,横山町公園 野外ステージ,4,0.2500000000,False,True,False
tokyo_113499_relational_after,113499,core,relational_after,vector,E5 Dense,Which Park did I visit after ゲームプラザセントラル 八王子店?,2018_1959244__event_002,1365,横山町公園 野外ステージ,3,0.3333333333,False,True,False
tokyo_113499_relational_after,113499,core,relational_after,graph,E5 Graph-1Hop-RRF,Which Park did I visit after ゲームプラザセントラル 八王子店?,2018_1959244__event_002,1365,横山町公園 野外ステージ,3,0.3333333333,False,True,False
tokyo_113499_relational_after,113499,core,relational_after,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Park did I visit after ゲームプラザセントラル 八王子店?,2018_1959244__event_002,1365,横山町公園 野外ステージ,4,0.2500000000,False,True,False
tokyo_113499_semantic,113499,core,semantic,flat,Flat BM25,Which Hospital did I visit in Hachiōji?,2018_1959247__event_001,2027,東京天使病院,1,1.0000000000,True,True,False
tokyo_113499_semantic,113499,core,semantic,vector,E5 Dense,Which Hospital did I visit in Hachiōji?,2018_1959247__event_001,2027,東京天使病院,1,1.0000000000,True,True,False
tokyo_113499_semantic,113499,core,semantic,graph,E5 Graph-1Hop-RRF,Which Hospital did I visit in Hachiōji?,2018_1959247__event_001,2027,東京天使病院,1,1.0000000000,True,True,False
tokyo_113499_semantic,113499,core,semantic,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Hospital did I visit in Hachiōji?,2018_1959247__event_001,2027,東京天使病院,1,1.0000000000,True,True,False
tokyo_113499_temporal_spatial,113499,core,temporal_spatial,flat,Flat BM25,Which Park did I visit in Hachiōji in May 2018?,2018_1959247__event_002,1365,横山町公園 野外ステージ,1,1.0000000000,True,True,False
tokyo_113499_temporal_spatial,113499,core,temporal_spatial,vector,E5 Dense,Which Park did I visit in Hachiōji in May 2018?,2018_1959247__event_002,1365,横山町公園 野外ステージ,3,0.3333333333,False,True,False
tokyo_113499_temporal_spatial,113499,core,temporal_spatial,graph,E5 Graph-1Hop-RRF,Which Park did I visit in Hachiōji in May 2018?,2018_1959247__event_002,1365,横山町公園 野外ステージ,3,0.3333333333,False,True,False
tokyo_113499_temporal_spatial,113499,core,temporal_spatial,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Park did I visit in Hachiōji in May 2018?,2018_1959247__event_002,1365,横山町公園 野外ステージ,3,0.3333333333,False,True,False
tokyo_113897_relational_after,113897,core,relational_after,flat,Flat BM25,Which Sake Bar did I visit after 松のや・マイカリー食堂?,2018_1963899__event_002,2729,江梨子,1,1.0000000000,True,True,False
tokyo_113897_relational_after,113897,core,relational_after,vector,E5 Dense,Which Sake Bar did I visit after 松のや・マイカリー食堂?,2018_1963899__event_002,2729,江梨子,1,1.0000000000,True,True,False
tokyo_113897_relational_after,113897,core,relational_after,graph,E5 Graph-1Hop-RRF,Which Sake Bar did I visit after 松のや・マイカリー食堂?,2018_1963899__event_002,2729,江梨子,1,1.0000000000,True,True,False
tokyo_113897_relational_after,113897,core,relational_after,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Sake Bar did I visit after 松のや・マイカリー食堂?,2018_1963899__event_002,2729,江梨子,2,0.5000000000,False,True,False
tokyo_113897_semantic,113897,core,semantic,flat,Flat BM25,Which Ramen Restaurant did I visit in Hachiōji?,2018_1963910__event_002,562,六角堂 橋本店,1,1.0000000000,True,True,False
tokyo_113897_semantic,113897,core,semantic,vector,E5 Dense,Which Ramen Restaurant did I visit in Hachiōji?,2018_1963910__event_002,562,六角堂 橋本店,1,1.0000000000,True,True,False
tokyo_113897_semantic,113897,core,semantic,graph,E5 Graph-1Hop-RRF,Which Ramen Restaurant did I visit in Hachiōji?,2018_1963910__event_002,562,六角堂 橋本店,1,1.0000000000,True,True,False
tokyo_113897_semantic,113897,core,semantic,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Ramen Restaurant did I visit in Hachiōji?,2018_1963910__event_002,562,六角堂 橋本店,1,1.0000000000,True,True,False
tokyo_113897_temporal_spatial,113897,core,temporal_spatial,flat,Flat BM25,Which Lounge did I visit in Hachiōji in April 2018?,2018_1963913__event_002,4312,サンライズ,1,1.0000000000,True,True,False
tokyo_113897_temporal_spatial,113897,core,temporal_spatial,vector,E5 Dense,Which Lounge did I visit in Hachiōji in April 2018?,2018_1963913__event_002,4312,サンライズ,3,0.3333333333,False,True,False
tokyo_113897_temporal_spatial,113897,core,temporal_spatial,graph,E5 Graph-1Hop-RRF,Which Lounge did I visit in Hachiōji in April 2018?,2018_1963913__event_002,4312,サンライズ,3,0.3333333333,False,True,False
tokyo_113897_temporal_spatial,113897,core,temporal_spatial,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Lounge did I visit in Hachiōji in April 2018?,2018_1963913__event_002,4312,サンライズ,3,0.3333333333,False,True,False
tokyo_115855_relational_after,115855,core,relational_after,flat,Flat BM25,Which Chinese Restaurant did I visit after 道の駅 八王子滝山?,2018_1984790__event_004,473,南京亭,1,1.0000000000,True,True,False
tokyo_115855_relational_after,115855,core,relational_after,vector,E5 Dense,Which Chinese Restaurant did I visit after 道の駅 八王子滝山?,2018_1984790__event_004,473,南京亭,1,1.0000000000,True,True,False
tokyo_115855_relational_after,115855,core,relational_after,graph,E5 Graph-1Hop-RRF,Which Chinese Restaurant did I visit after 道の駅 八王子滝山?,2018_1984790__event_004,473,南京亭,1,1.0000000000,True,True,False
tokyo_115855_relational_after,115855,core,relational_after,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Chinese Restaurant did I visit after 道の駅 八王子滝山?,2018_1984790__event_004,473,南京亭,2,0.5000000000,False,True,False
tokyo_115855_semantic,115855,core,semantic,flat,Flat BM25,Which BBQ Joint did I visit in Hachiōji?,2018_1984781__event_001,2623,安楽亭 相模原九沢橋店,1,1.0000000000,True,True,False
tokyo_115855_semantic,115855,core,semantic,vector,E5 Dense,Which BBQ Joint did I visit in Hachiōji?,2018_1984781__event_001,2623,安楽亭 相模原九沢橋店,1,1.0000000000,True,True,False
tokyo_115855_semantic,115855,core,semantic,graph,E5 Graph-1Hop-RRF,Which BBQ Joint did I visit in Hachiōji?,2018_1984781__event_001,2623,安楽亭 相模原九沢橋店,1,1.0000000000,True,True,False
tokyo_115855_semantic,115855,core,semantic,graph_ppr_rrf,E5 Graph-PPR-RRF,Which BBQ Joint did I visit in Hachiōji?,2018_1984781__event_001,2623,安楽亭 相模原九沢橋店,2,0.5000000000,False,True,False
tokyo_115855_temporal_spatial,115855,core,temporal_spatial,flat,Flat BM25,Which Convenience Store did I visit in Fussa in January 2018?,2018_1984792__event_001,2996,ファミリーマート 福生横田基地前店,1,1.0000000000,True,True,False
tokyo_115855_temporal_spatial,115855,core,temporal_spatial,vector,E5 Dense,Which Convenience Store did I visit in Fussa in January 2018?,2018_1984792__event_001,2996,ファミリーマート 福生横田基地前店,1,1.0000000000,True,True,False
tokyo_115855_temporal_spatial,115855,core,temporal_spatial,graph,E5 Graph-1Hop-RRF,Which Convenience Store did I visit in Fussa in January 2018?,2018_1984792__event_001,2996,ファミリーマート 福生横田基地前店,1,1.0000000000,True,True,False
tokyo_115855_temporal_spatial,115855,core,temporal_spatial,graph_ppr_rrf,E5 Graph-PPR-RRF,Which Convenience Store did I visit in Fussa in January 2018?,2018_1984792__event_001,2996,ファミリーマート 福生横田基地前店,1,1.0000000000,True,True,False
